,reaction,lower_bound,upper_bound,is_reversible,name,flux
AOXSr,AOXSr,0.0,999999.0,False,8-amino-7-oxononanoate synthase,0.0
ARBabc,ARBabc,0.0,999999.0,False,L-arabinose transport via ABC system,0.0
ARBt2r,ARBt2r,0.0,999999.0,False,L-arabinose transport via proton symport,0.0
ARGDC,ARGDC,0.0,999999.0,False,Arginine decarboxylase,0.0
ADPT,ADPT,0.0,999999.0,False,Adenine phosphoribosyltransferase,0.0
ADSK,ADSK,-999999.0,999999.0,True,Adenylyl-sulfate kinase,-2.506274838301998e-16
ADSL2r,ADSL2r,-999999.0,999999.0,True,Adenylosuccinate lyase,0.11369526398521673
ADSL1r,ADSL1r,-999999.0,999999.0,True,Adenylsuccinate lyase,0.11408475530954722
ADSS,ADSS,0.0,999999.0,False,Adenylosuccinate synthase,0.1140847553095472
AGDC,AGDC,0.0,999999.0,False,N-acetylglucosamine-6-phosphate deacetylase,0.0
ARGN_1,ARGN_1,0.0,999999.0,False,Arginase,0.0
ARGSL,ARGSL,-999999.0,999999.0,True,Argininosuccinate lyase,0.12048077710510331
ARGSS,ARGSS,-999999.0,999999.0,True,Argininosuccinate synthase,0.12048077710510331
AGMT,AGMT,0.0,999999.0,False,Agmatinase,0.0
AGPATr_BS,AGPATr_BS,-999999.0,999999.0,True,1 acylglycerol 3 phosphate O acyltransferase,0.06716228605441436
EX_mops_e,EX_mops_e,0.0,999999.0,False,MOPS exchange,0.0
AGPR,AGPR,-999999.0,999999.0,True,N-acetyl-g-glutamyl-phosphate reductase,-0.12048077710510331
AHCYSNS,AHCYSNS,0.0,999999.0,False,S-adenosylhomocysteine nucleosidase,0.0
ASNt2r,ASNt2r,0.0,999999.0,False,L asparagine reversible transport via proton symport,0.0
EX_mso3_e,EX_mso3_e,0.0,999999.0,False,Methanesulfonate exchange,0.0
ASPt2r,ASPt2r,0.0,999999.0,False,L aspartate reversible transport via proton symport,0.0
AHMMPS_1,AHMMPS_1,0.0,999999.0,False,4 amino 5 hydroxymethyl 2 methylpyrimidine synthetase,0.0
AHSERL3,AHSERL3,-999999.0,999999.0,True,Cysteine synthase  Selenide ,0.0
AHSERL4,AHSERL4,-999999.0,999999.0,True,Cysteine synthase  Thiosulfate ,0.0
EX_na1_e,EX_na1_e,-999999.0,999999.0,True,Sodium exchange,0.0
AICART,AICART,-999999.0,999999.0,True,Phosphoribosylaminoimidazolecarboxamide formyltransferase,0.16471550654843028
AKGDH,AKGDH,0.0,999999.0,False,2-Oxogluterate dehydrogenase,6.191106399417258
EX_nac_e,EX_nac_e,0.0,999999.0,False,Nicotinate exchange,0.0
AIRC1,AIRC1,0.0,999999.0,False,Phosphoribosylaminoimidazole carboxylase  ATP dependent ,0.11369526398521672
ATPM,ATPM,9.0,9.0,False,ATP maintenance requirement,9.0
BIOMASS_BS_10,BIOMASS_BS_10,0.0,999999.0,False,B subtilis biomass  demand ,0.6241848146321038
EX_nh4_e,EX_nh4_e,-5.0,999999.0,True,Ammonia exchange,-5.0
BTDt6_RR,BTDt6_RR,-999999.0,999999.0,True,Butanediol transport inout via proton symport,-0.8715654542673384
CHORt2,CHORt2,-999999.0,999999.0,True,Chorismate transport inout via proton symport,0.0
ALAALAr,ALAALAr,-999999.0,999999.0,True,D-alanine-D-alanine ligase (reversible),0.06355262527139692
AKGt2r,AKGt2r,0.0,999999.0,False,2 oxoglutarate reversible transport via symport,0.0
EX_ni2_e,EX_ni2_e,0.0,999999.0,False,Ni2+ exchange,0.0
AKP1,AKP1,0.0,999999.0,False,Alkaline phosphatase  Dihydroneopterin ,0.00022907582696996847
ALAD_L,ALAD_L,0.0,999999.0,False,L-alanine dehydrogenase,0.0
ALAR,ALAR,-999999.0,999999.0,True,Alanine racemase,0.21999331373227043
ALATA_L,ALATA_L,-999999.0,999999.0,True,L-alanine transaminase,-0.4501421143986051
CITRt2r,CITRt2r,0.0,999999.0,False,Citrulline reversible transport via proton symport,0.0
CMPt6,CMPt6,-999999.0,999999.0,True,CMP transport inout via proton symport,0.0
CO2t,CO2t,-999999.0,999999.0,True,CO2 transporter via diffusion,-22.76113297595939
DALAt2r,DALAt2r,0.0,999999.0,False,D-alanine transport via proton symport,0.0
ARSNAt1,ARSNAt1,0.0,999999.0,False,Arsenate transporter,0.0
ALAt2r,ALAt2r,0.0,999999.0,False,L alanine reversible transport via proton symport,0.0
EX_no2_e,EX_no2_e,0.0,999999.0,False,Nitrite exchange,0.0
ALCD19y,ALCD19y,-999999.0,999999.0,True,Alcohol dehydrogenase  glycerol  NADP ,0.0
ARSt1,ARSt1,0.0,999999.0,False,Arsenite transporter via uniport,0.0
ARGabc,ARGabc,0.0,999999.0,False,L-arginine transport via ABC system,0.0
EX_no3_e,EX_no3_e,0.0,999999.0,False,Nitrate exchange,0.0
ARGt2r,ARGt2r,0.0,999999.0,False,L arganine reversible transport via proton symport,0.0
ARSENBabc,ARSENBabc,0.0,999999.0,False,Arsenobetaine transport in via ABC system,0.0
CYSGLYt2ir,CYSGLYt2ir,0.0,999999.0,False,Cys Gly transport in via symport,0.0
CYSTabc,CYSTabc,0.0,999999.0,False,L cystine transport via ABC system,0.0
ARSENBt2,ARSENBt2,0.0,999999.0,False,Arsenobetaine transport in via proton symport,0.0
EX_o2_e,EX_o2_e,-20.0,0.0,False,O2 exchange,-20.0
ASAD,ASAD,-999999.0,999999.0,True,Aspartate-semialdehyde dehydrogenase,-0.6906043207571059
ASNN,ASNN,0.0,999999.0,False,L-asparaginase,0.0
ASNS1,ASNS1,0.0,999999.0,False,Asparagine synthase (glutamine-hydrolysing),0.09237123816296115
CYSabc,CYSabc,0.0,999999.0,False,L-cysteine transport via ABC system,0.0
DEXTRINt2,DEXTRINt2,0.0,999999.0,False,Dextrin transport in via proton symport,0.0
ASP1DC,ASP1DC,0.0,999999.0,False,Aspartate 1-decarboxylase,0.0
EX_orn__L_e,EX_orn__L_e,0.0,999999.0,False,Ornithine exchange,0.0
ASPCT,ASPCT,0.0,999999.0,False,Aspartate carbamoyltransferase,0.07613494276475079
ASPK,ASPK,-999999.0,999999.0,True,Aspartate kinase,0.6906043207571059
DHAt,DHAt,-999999.0,999999.0,True,Dihydroxyacetone transport via facilitated diffusion,0.0
EX_pala_e,EX_pala_e,0.0,999999.0,False,Palatinose exchange,0.0
EX_4abut_e,EX_4abut_e,0.0,999999.0,False,4-Aminobutanoate exchange,0.0
ASPO6,ASPO6,0.0,999999.0,False,L-aspartate oxidase,0.010807135880539576
ASPO1,ASPO1,0.0,999999.0,False,L-aspartate oxidase,0.0
ASPT,ASPT,0.0,999999.0,False,L-aspartase,0.0
ASPTA,ASPTA,-999999.0,999999.0,True,Aspartate transaminase,-1.310566525118184
EX_pep_e,EX_pep_e,0.0,999999.0,False,Phosphoenolpyruvate exchange,0.0
ATPPRT,ATPPRT,-999999.0,999999.0,True,ATP phosphoribosyltransferase,0.05102024256321355
DADK,DADK,-999999.0,999999.0,True,Deoxyadenylate kinase,0.0
EX_phe__L_e,EX_phe__L_e,0.0,999999.0,False,L-Phenylalanine exchange,0.0
DADNt2,DADNt2,0.0,999999.0,False,Deoxyadenosine transport in via proton symport,0.0
ATPS4r,ATPS4r,-999999.0,999999.0,True,ATP synthase (four protons for one ATP),65.68914631865805
BETALDHx,BETALDHx,0.0,999999.0,False,Betaine-aldehyde dehydrogenase,0.0
BG_CELLB,BG_CELLB,0.0,999999.0,False,Beta glucosidase  cellobiose ,0.0
CYSS_2,CYSS_2,0.0,999999.0,False,Cysteine synthase,0.0
EX_pi_e,EX_pi_e,-5.0,999999.0,True,Phosphate exchange,-0.957990114909827
DHPPDA,DHPPDA,0.0,999999.0,False,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,0.0
BG_MADG,BG_MADG,0.0,999999.0,False,Beta glucosidase  methyl alpha D glucoside ,0.0
BG_MBDG,BG_MBDG,0.0,999999.0,False,Beta glucosidase,0.0
BILEt4,BILEt4,0.0,999999.0,False,Bile acid transport in via sodium symport,0.0
DDPA,DDPA,0.0,999999.0,False,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,0.2133039250738581
EX_pnto__R_e,EX_pnto__R_e,0.0,999999.0,False,(R)-Pantothenate exchange,0.0
CRNabc,CRNabc,0.0,999999.0,False,L-carnitine transport via ABC system,0.0
BTDD_RR,BTDD_RR,-999999.0,999999.0,True, R R  butanediol dehydrogenase,-0.8715654542673383
EX_ppa_e,EX_ppa_e,0.0,999999.0,False,Propionate exchange,0.0
BLACT,BLACT,-999999.0,999999.0,True,Beta lactamase,0.0
CTPS1,CTPS1,0.0,999999.0,False,CTP synthase  NH3 ,0.035771407541751156
BTS_1,BTS_1,0.0,999999.0,False,Biotin synthase,0.0
CPPPGO,CPPPGO,0.0,999999.0,False,Coproporphyrinogen oxidase (O2 required),0.0
EX_ppi_e,EX_ppi_e,0.0,999999.0,False,Diphosphate exchange,0.0
CRO4t3,CRO4t3,0.0,999999.0,False,Chromate transport out via proton antiport,0.0
CS,CS,0.0,999999.0,False,Citrate synthase,6.800826355155073
EX_pro__L_e,EX_pro__L_e,0.0,999999.0,False,L-Proline exchange,0.0
CTPS2,CTPS2,0.0,999999.0,False,CTP synthase (glutamine),0.0
CYOR3m,CYOR3m,0.0,999999.0,False,Cytochrome c reductase  menaquinol 7 3 protons ,39.91305792135471
BUTKr,BUTKr,-999999.0,999999.0,True,Butyrate kinase,0.0
BUTSabc,BUTSabc,0.0,999999.0,False,Butanesulfonate transport via ABC system,0.0
EX_prolb_e,EX_prolb_e,0.0,999999.0,False,Proline betaine exchange,0.0
CA2abc1,CA2abc1,0.0,999999.0,False,Calcium efflux  via ABC system,0.0
CAT,CAT,0.0,999999.0,False,Catalase,0.04347103932264518
CAt4,CAt4,-999999.0,999999.0,True,Calcium transport inout via proton antiporter,-0.0020005123308958926
CYOO3,CYOO3,0.0,999999.0,False,Cytochrome c oxidase  He   2 ,39.913057921354714
CYSTGL,CYSTGL,0.0,999999.0,False,Cystathionine g lyase,0.035572292585883306
CYSTL,CYSTL,0.0,999999.0,False,Cystathionine b-lyase,0.0
CYSTS,CYSTS,0.0,999999.0,False,Cystathionine beta synthase,0.0355722925858833
DCYTD,DCYTD,0.0,999999.0,False,Deoxycytidine deaminase,0.0
CYTB_B2,CYTB_B2,0.0,999999.0,False,Menaquinol oxidase  71 protons ,0.0
CYTB_B3,CYTB_B3,0.0,999999.0,False,Menauinol oxidase  72 protons ,0.0
CBL2abc,CBL2abc,0.0,999999.0,False,Cobalamin uptake in via ABC transport,0.0
CD2t4,CD2t4,0.0,999999.0,False,Cadminum transport out via antiport,0.0
CBPS,CBPS,0.0,999999.0,False,Carbamoyl-phosphate synthase (glutamine-hydrolysing),0.1966157198698541
CYTD,CYTD,0.0,999999.0,False,Cytidine deaminase,0.0
EX_pser__D_e,EX_pser__D_e,0.0,999999.0,False,D O Phosphoserine exchange,0.0
EX_pser__L_e,EX_pser__L_e,0.0,999999.0,False,O-Phospho-L-serine exchange,0.0
DJENKabc,DJENKabc,0.0,999999.0,False,Djenkolate transporter via ABC system,0.0
CYTDK1,CYTDK1,0.0,999999.0,False,ATP:cytidine 5'-phosphotransferase,0.00016603316069217086
CD2abc1,CD2abc1,0.0,999999.0,False,Cadmium transport out via ABC system,0.0
CDGPT_BS,CDGPT_BS,0.0,999999.0,False,CDPdiacylglycerolsn glycerol 3 phosphate 3 phosphatidyltransferase,0.012983044144347759
CDPDSP_BS,CDPDSP_BS,0.0,999999.0,False,CDPdiacylglycerol serine O phosphatidyltransferase,0.03495434961939781
CDPMEK,CDPMEK,0.0,999999.0,False,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,0.0011622321248451965
CHCOAL,CHCOAL,0.0,999999.0,False,6-carboxyhexanoate-CoA ligase,0.0
CYTDK2,CYTDK2,0.0,999999.0,False,Cytidine kinase (GTP),0.0
DCYTt2,DCYTt2,0.0,999999.0,False,Deoxycytidine transport in via proton symport,0.0
CHOLD2,CHOLD2,0.0,999999.0,False,Choline dehydrogenase  FAD dependent ,0.0
DTMPt6,DTMPt6,-999999.0,999999.0,True,DTMP transport inout via proton symport,0.0
CHORM,CHORM,0.0,999999.0,False,Chorismate mutase,0.178993109998346
CHORS,CHORS,0.0,999999.0,False,Chorismate synthase,0.2133039250738581
CYTK1,CYTK1,-999999.0,999999.0,True,Cytidylate kinase (CMP),0.3363332487771047
CYTK2,CYTK2,-999999.0,999999.0,True,Cytidylate kinase (dCMP),0.0
CYTOM,CYTOM,-999999.0,999999.0,True,Cytosine 5 methyltransferase,-0.0001660331606921709
CITt10,CITt10,0.0,999999.0,False,Citrate transport in via Mg complex,0.0
CITt11,CITt11,0.0,999999.0,False,Citrate transport in via Mn complex,0.0
CITt12,CITt12,0.0,999999.0,False,Citrate transport in via Ni complex,0.0
D4DGCD,D4DGCD,0.0,999999.0,False,5 dehydro 4 deoxyglucarate dehydratase,0.0
Cut1,Cut1,0.0,999999.0,False,Copper export via ATPase,0.0
DAAOP,DAAOP,0.0,999999.0,False,D alanyl aminopeptidase,0.0
DAGK_BS,DAGK_BS,0.0,999999.0,False,Diacylglycerol kinase,0.0
DALAOX,DALAOX,0.0,999999.0,False,D amino acid oxidase,0.0
CITt13,CITt13,0.0,999999.0,False,Citrate transport in via Co complex,0.0
CLPNS2_BS,CLPNS2_BS,0.0,999999.0,False,Cardiolipin synthase,0.0003120924073160519
CITt14,CITt14,0.0,999999.0,False,Citrate transport in via Ca complex,0.0
CITt2r,CITt2r,-999999.0,999999.0,True,Citrate reversible transport via symport,0.0
DAPDC,DAPDC,0.0,999999.0,False,Diaminopimelate decarboxylase,0.20304295090612096
DAPE,DAPE,-999999.0,999999.0,True,Diaminopimelate epimerase,0.2665955761775178
ETHAAL,ETHAAL,0.0,999999.0,False,Ethanolamine ammonia-lyase,0.0
DB4PS,DB4PS,0.0,999999.0,False,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",0.0
DBTS,DBTS,0.0,999999.0,False,Dethiobiotin synthase,0.0
FOLt,FOLt,-999999.0,999999.0,True,Folate transport via proton simport,0.0
FORAMD,FORAMD,0.0,999999.0,False,FORAMD,0.0
DCMPDA,DCMPDA,0.0,999999.0,False,DCMP deaminase,0.0
ETOHt3,ETOHt3,0.0,999999.0,False,Ethanol transport out via proton antiport,0.0
CMPDAi,CMPDAi,0.0,999999.0,False,CMP deaminase,0.0
FRTT,FRTT,0.0,999999.0,False,Farnesyltranstransferase,0.00016603316069217091
EX_2ddglcn_e,EX_2ddglcn_e,0.0,999999.0,False,2-Dehydro-3-deoxy-D-gluconate exchange,0.0
DDGLCNt2r,DDGLCNt2r,-999999.0,999999.0,True,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible",0.0
DDGLK,DDGLK,0.0,999999.0,False,2-dehydro-3-deoxygluconokinase,0.0
EX_2hxmp_e,EX_2hxmp_e,0.0,999999.0,False,2  Hydroxymethyl phenol exchange,0.0
DGK1,DGK1,-999999.0,999999.0,True,Deoxyguanylate kinase (dGMP:ATP),0.010859567404969342
DGNSK,DGNSK,0.0,999999.0,False,Deoxyguanosine kinase,0.010859567404969342
G1Pt6_2,G1Pt6_2,0.0,999999.0,False,Glucose 1 phosphate transport via phosphate antiport,0.0
DHAD1,DHAD1,0.0,999999.0,False,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",0.45203152183249645
G3POA_BS,G3POA_BS,0.0,999999.0,False,Glycerol 3 phosphate O acyltransferase,0.06716228605441436
EX_2pg_e,EX_2pg_e,0.0,999999.0,False,D Glycerate 2 phosphate exchange,0.0
DHAD2,DHAD2,0.0,999999.0,False,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",0.0
DHBD,DHBD,-999999.0,999999.0,True,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",0.0
DHBS,DHBS,0.0,999999.0,False,"2,3-dihydroxybenzoate adenylate synthase",0.0
EX_2pglyc_e,EX_2pglyc_e,0.0,999999.0,False,2 Phosphoglycolate exchange,0.0
DHDPRy,DHDPRy,0.0,999999.0,False,Dihydrodipicolinate reductase (NADPH),0.2665955761775178
DHDPS,DHDPS,0.0,999999.0,False,Dihydrodipicolinate synthase,0.26659557617751783
G5SADs,G5SADs,-999999.0,999999.0,True,L-glutamate 5-semialdehyde dehydratase (spontaneous),0.10027029699213047
G6Pt6_2,G6Pt6_2,0.0,999999.0,False,Glucose-6-phosphate transport via phosphate antiport,0.0
GALTpts,GALTpts,0.0,999999.0,False,Galactitol transport via PEP:Pyr PTS,0.0
FOLR2,FOLR2,-999999.0,999999.0,True,Folate reductase,0.0
DHFR,DHFR,-999999.0,999999.0,True,Dihydrofolate reductase,0.014688317057922675
DHFS,DHFS,0.0,999999.0,False,Dihydrofolate synthase,0.00022907582696996844
DHNAOT7,DHNAOT7,0.0,999999.0,False,1 4 dihydroxy 2 naphthoate octaprenyltransferase,0.00016603316069217086
EX_3amba_e,EX_3amba_e,0.0,999999.0,False,3 aminobutanoic acid exchange,0.0
EX_3amp_e,EX_3amp_e,0.0,999999.0,False,3'-AMP exchange,0.0
GAM6Pt,GAM6Pt,-999999.0,999999.0,True,D glucosamine 6 phosphate reversible uniport,0.0
EX_3cmp_e,EX_3cmp_e,0.0,999999.0,False,3'-cmp exchange,0.0
GGTT,GGTT,0.0,999999.0,False,Geranylgeranyltranstransferase,0.00016603316069217091
GCALDD,GCALDD,0.0,999999.0,False,Glycolaldehyde dehydrogenase,0.00022907582696996847
EX_3gmp_e,EX_3gmp_e,0.0,999999.0,False,3'-GMP exchange,0.0
GAPD,GAPD,0.0,999999.0,False,Glyceraldehyde-3-phosphate dehydrogenase,17.14125430313114
G1Dx,G1Dx,0.0,999999.0,False,Glucose 1 dehydrogenase  NAD ,0.0
GALt2,GALt2,0.0,999999.0,False,D galactose transport in via proton symport,0.0
DHNPA_1,DHNPA_1,0.0,999999.0,False,Dihydroneopterin aldolase,0.00022907582696996844
DHORTS,DHORTS,-999999.0,999999.0,True,Dihydroorotase,-0.07613494276475079
DHORDi,DHORDi,-999999.0,999999.0,True,Dihydoorotic acid dehydrogenase  irreversible ,0.07613494276475077
EX_3pg_e,EX_3pg_e,0.0,999999.0,False,3 Phospho D glycerate exchange,0.0
GK1,GK1,-999999.0,999999.0,True,Guanylate kinase (GMP:ATP),0.03945721887215379
ETHSabc,ETHSabc,0.0,999999.0,False,Ethanesulfonate transport via ABC system,0.0
GBBTNabc,GBBTNabc,0.0,999999.0,False,Gamma butyrobetaine transport in via ABC system,0.0
GK2,GK2,-999999.0,999999.0,True,Guanylate kinase  GMPdATP ,0.0
GLCRAL_1,GLCRAL_1,0.0,999999.0,False,5 dehydro 4 deoxyglucarate aldolase,0.0
GLU_Dt2,GLU_Dt2,0.0,999999.0,False,D glutamate transport in via proton symport,0.0
DINSK,DINSK,0.0,999999.0,False,Deoxyinosine kinase,0.0
GLXt2,GLXt2,0.0,999999.0,False,Glyoxylate transport in via proton symport,0.0
GLYCOGENt,GLYCOGENt,0.0,999999.0,False,Glycogen transport in,0.0
FE3t,FE3t,0.0,999999.0,False,"Ferric iron uptake, plasma membrane",0.002153437610480758
DHQTi,DHQTi,-999999.0,999999.0,True,"3-dehydroquinate dehydratase, irreversible",0.2133039250738581
FEDCabc,FEDCabc,0.0,999999.0,False,Iron  III  dicitrate transport via ABC system,0.0
GLYt2r,GLYt2r,-999999.0,999999.0,True,Glycine reversible transport via proton symport,0.0
FERXAabc,FERXAabc,0.0,999999.0,False,Ferroxamine transport via ABC system,0.0
GMPt6,GMPt6,-999999.0,999999.0,True,GMP transport inout via proton symport,0.0
DHQS,DHQS,0.0,999999.0,False,3-dehydroquinate synthase,0.2133039250738581
H2Ot,H2Ot,-999999.0,999999.0,True,H2O transport via diffusion,-31.885422310338026
FFSD,FFSD,0.0,999999.0,False,Beta-fructofuranosidase,0.0
FGLU_1,FGLU_1,0.0,999999.0,False,Formimidoylglutamase,0.0
FLVR_1,FLVR_1,0.0,999999.0,False,Flavin reductase,0.0
FMETDF,FMETDF,0.0,999999.0,False,Formylmethionine deformylase,0.0
FMNRy,FMNRy,0.0,999999.0,False,FMN reductase  NADPH dependent ,0.0
HCO3E,HCO3E,-999999.0,999999.0,True,HCO3 equilibration reaction,2.4039966304007447
HEMECS,HEMECS,0.0,999999.0,False,Heme C synthase,0.0
HEMEDS,HEMEDS,0.0,999999.0,False,Heme D synthase,0.0
FMETTRS_1,FMETTRS_1,0.0,999999.0,False,Methionyl tRNA formyltransferase,0.0
FMNAT,FMNAT,-999999.0,999999.0,True,FMN adenylyltransferase,0.0
FORt2,FORt2,-999999.0,999999.0,True,Formate transport in via proton symport,0.0
GSNt2,GSNt2,-999999.0,999999.0,True,Guanosine transport in via proton symport,0.0
DIPEPabc1,DIPEPabc1,0.0,999999.0,False,Dipeptide transport via ABC system  ala asp ,0.0
GLYBt2r,GLYBt2r,-999999.0,999999.0,True,"Glycine betaine transport via proton symport, reversible",0.0
GLYO1,GLYO1,0.0,999999.0,False,Glycine oxidase,0.0
FTHFD,FTHFD,0.0,999999.0,False,Formyltetrahydrofolate deformylase,0.004706977687161628
HEX7,HEX7,0.0,999999.0,False,Hexokinase (D-fructose:ATP),0.0
FUM,FUM,-999999.0,999999.0,True,Fumarase,6.539367195817126
DKI,DKI,-999999.0,999999.0,True,5 Dehydro 4 deoxy D glucuronate ketol isomerase,0.0
FUMt2r,FUMt2r,-999999.0,999999.0,True,Fumarate reversible transport via symport,0.0
GTPCII,GTPCII,0.0,999999.0,False,GTP cyclohydrolase II,0.0
G1PACT,G1PACT,-999999.0,999999.0,True,Glucosamine-1-phosphate N-acetyltransferase,0.20409220557951754
GRTT,GRTT,0.0,999999.0,False,Geranyltranstransferase,0.00016603316069217091
G1PPDM,G1PPDM,0.0,999999.0,False,Glucose 1 phosphate phosphodismutase,0.0
DKII,DKII,0.0,999999.0,False,2 dehydro 3 deoxy D gluconate 5 dehydrogenase,0.0
G3PCT,G3PCT,0.0,999999.0,False,Glycerol-3-phosphate cytidylyltransferase,0.28771799030466827
GLCRt2r,GLCRt2r,0.0,999999.0,False,"D-glucarate transport via proton symport, reversible",0.0
GLCURt2r,GLCURt2r,0.0,999999.0,False,"D-glucuronate transport via proton symport, reversible",0.0
G1SAT,G1SAT,0.0,999999.0,False,Glutamate-1-semialdehyde aminotransferase,0.0
DKMD2K,DKMD2K,0.0,999999.0,False,1 2 dihydroxy 3 keto 5 methylthiopentene dioxygenase  2 keto 4 methylthiobutyrate ,0.0
G3PD1ir,G3PD1ir,-999999.0,999999.0,True,Glycerol 3 phosphate dehydrogenase  NAD ,0.36755122809611435
G3PD4,G3PD4,0.0,999999.0,False,Glycerol 3 phosphate dehydrogenase  menaquinone 7 ,0.0
GLCP,GLCP,0.0,999999.0,False,Glycogen phosphorylase,0.0
GLCRD_1,GLCRD_1,0.0,999999.0,False,Glucarate dehydratase,0.0
GLCS1,GLCS1,0.0,999999.0,False,Glycogen synthase (ADPGlc),0.0
G5SD,G5SD,0.0,999999.0,False,Glutamate-5-semialdehyde dehydrogenase,0.10027029699213047
G6PDH2r,G6PDH2r,0.0,999999.0,False,Glucose 6-phosphate dehydrogenase,0.0
G6PDA,G6PDA,0.0,999999.0,False,Glucosamine-6-phosphate deaminase,0.0
G6PI,G6PI,-999999.0,999999.0,True,Glucose 6 phosphate isomerase,0.0
GLCt2,GLCt2,0.0,999999.0,False,D-glucose transport in via proton symport,0.0
GALCTD_1,GALCTD_1,0.0,999999.0,False,Galactarate dehydratase,0.0
GLNS,GLNS,0.0,999999.0,False,Glutamine synthetase,1.0187626210169316
GALCTRt2,GALCTRt2,0.0,999999.0,False,Galactarate transport in via proton symport,0.0
GLGC,GLGC,-999999.0,999999.0,True,Glucose-1-phosphate adenylyltransferase,0.0
DKMD3M,DKMD3M,0.0,999999.0,False,1 2 dihydroxy 3 keto 5 methylthiopentene dioxygenase  3 methylthiopropionate ,0.0
GLNabc,GLNabc,0.0,999999.0,False,L-glutamine transport via ABC system,0.0
GLTPD,GLTPD,-999999.0,999999.0,True,Galactitol-1-phosphate dehydrogenase,0.0
GLUPRT,GLUPRT,0.0,999999.0,False,Glutamine phosphoribosyldiphosphate amidotransferase,0.11369526398521673
GALKr,GALKr,0.0,999999.0,False,Galactokinase,0.0
GALS1,GALS1,0.0,999999.0,False,A galactosidase  galactomannan ,0.0
GALS2,GALS2,0.0,999999.0,False,A galactosidase  galactose oligosaccharides ,0.0
GALS3,GALS3,0.0,999999.0,False,A-galactosidase (melibiose),0.0
GALS4,GALS4,0.0,999999.0,False,A galactosidase  stachyose ,0.0
GLU5K,GLU5K,0.0,999999.0,False,Glutamate 5-kinase,0.10027029699213046
GALT,GALT,-999999.0,999999.0,True,Galactose 1 phosphate uridylyltransferase,0.0
GLUDxi,GLUDxi,0.0,999999.0,False,Glutamate dehydrogenase  NAD ,0.0
GALUi,GALUi,-999999.0,999999.0,True,UTP-glucose-1-phosphate uridylyltransferase (irreversible),0.1570542621336568
DM1PE,DM1PE,-999999.0,999999.0,True,2 3 diketo 5 methylthiopentyl 1 phosphate enolase,0.0
GALURt2r,GALURt2r,0.0,999999.0,False,"D-galacturonate transport via proton symport, reversible",0.0
GLUN,GLUN,0.0,999999.0,False,Glutaminase,0.0
GLUTRR,GLUTRR,0.0,999999.0,False,Glutamyl-tRNA reductase,0.0
GAMpts,GAMpts,0.0,999999.0,False,D-glucosamine transport via PEP:Pyr PTS,0.0
DMATT,DMATT,0.0,999999.0,False,Dimethylallyltranstransferase,0.00016603316069217091
GAPDi_nadp,GAPDi_nadp,0.0,999999.0,False,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),2.5935935012621463
GLUR,GLUR,-999999.0,999999.0,True,Glutamate racemase,-0.06355262527139692
GLUSy,GLUSy,0.0,999999.0,False,Glutamate synthase (NADPH),0.0
GLUTRS,GLUTRS,0.0,999999.0,False,Glutamyl-tRNA synthetase,0.0
GLUt4,GLUt4,0.0,999999.0,False,Na+/glutamate symport,0.0
GLUt2r,GLUt2r,0.0,999999.0,False,L glutamate transport via proton symport  reversible,0.0
GLXCBL,GLXCBL,0.0,999999.0,False,Glyoxalate carboligase,0.0
GARFT,GARFT,0.0,999999.0,False,Phosphoribosylglycinamide formyltransferase,0.11369526398521675
GART,GART,0.0,999999.0,False,GAR transformylase-T,0.0
GBEZY,GBEZY,0.0,999999.0,False,1 4 alpha glucan branching enzyme,0.0
GF6PTA,GF6PTA,0.0,999999.0,False,Glutamine-fructose-6-phosphate transaminase,0.20409220557951754
GGTAe2,GGTAe2,0.0,999999.0,False,Gamma glutamyltransferase,0.0
GLY3Pt2,GLY3Pt2,0.0,999999.0,False,Glycerol 3 phosphate transport in via proton symport,0.0
DMPPS,DMPPS,0.0,999999.0,False,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),0.00016603316069217091
GLYAT,GLYAT,-999999.0,999999.0,True,Glycine C-acetyltransferase,0.0
GLYCK,GLYCK,0.0,999999.0,False,Glycerate kinase,0.0
GHMT2r,GHMT2r,-999999.0,999999.0,True,"Glycine hydroxymethyltransferase, reversible",0.36854243358172917
GLCNt2ir,GLCNt2ir,0.0,999999.0,False,D gluconate transport via proton symport,0.0
DPCOAK,DPCOAK,0.0,999999.0,False,Dephospho-CoA kinase,0.0
GLYCTO1,GLYCTO1,0.0,999999.0,False,Glycolate oxidase,0.0
HIBHr,HIBHr,0.0,999999.0,False,3 hydroxyisobutyryl CoA hydrolase,0.0
GLYCLTt2r,GLYCLTt2r,-999999.0,999999.0,True,"Glycolate transport via proton symport, reversible",-0.00022907582696996847
