reaction,lower_bound,upper_bound,is_reversible,name,flux,essentiality
SPODMpp,0.0,1000.0,False,Superoxide dismutase,0.0,0
EX_lyx__L_e,0.0,1000.0,False,L-Lyxose exchange,0.0,-1
EX_acmum_e,0.0,1000.0,False,N-Acetylmuramate exchange,0.0,-1
EX_dca_e,0.0,1000.0,False,Decanoate (n-C10:0) exchange,0.0,-1
EX_all__D_e,0.0,1000.0,False,D-Allose exchange,0.0,-1
NO3R1bpp,0.0,1000.0,False,Nitrate reductase (Ubiquinol-8),0.0,0
O2tpp,-1000.0,1000.0,True,O2 transport via diffusion (periplasm),20.0,0
EX_octa_e,0.0,1000.0,False,Octanoate (n-C8:0) exchange,0.0,-1
PHYTSpp,0.0,1000.0,False,Phytase (periplasm),0.0,0
EX_gbbtn_e,0.0,1000.0,False,Gamma-butyrobetaine exchange,0.0,-1
PPTHpp,0.0,1000.0,False,Phosphonate hydrogenase (periplasm),0.0,0
PYRt2rpp,-1000.0,1000.0,True,Pyruvate reversible transport via proton symport (periplasm),0.0,-1
NO3R2pp,0.0,1000.0,False,Nitrate reductase (Menaquinol-8) (periplasm),0.0,0
EX_xylu__L_e,0.0,1000.0,False,L-Xylulose exchange,0.0,-1
EX_gdp_e,0.0,1000.0,False,GDP exchange,0.0,-1
EX_gtp_e,0.0,1000.0,False,GTP exchange,0.0,-1
NTP3pp,0.0,1000.0,False,Nucleoside-triphosphatase (GTP) (periplasm),0.0,0
NO3R2bpp,0.0,1000.0,False,Nitrate reductase (Menaquinol-8) (periplasm),0.0,0
THMabcpp,0.0,1000.0,False,Thiamine transport via ABC system (periplasm),0.0,0
THMDt2pp_copy2,-1000.0,1000.0,True,Thymidine transport in via proton symport (periplasm),0.0,0
THRabcpp,0.0,1000.0,False,L-threonine transport via ABC system (periplasm),0.0,0
TREptspp,0.0,1000.0,False,Trehalose transport via PEP:Pyr PTS (periplasm),0.0,1
THD2pp,0.0,1000.0,False,NAD(P) transhydrogenase (periplasm),0.0,0
TMAOR1pp,0.0,1000.0,False,Trimethylamine N-oxide reductase (menaquinol 8) (periplasm),0.0,0
TMAOR2pp,0.0,1000.0,False,Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm),0.0,0
XANtpp,-1000.0,1000.0,True,Xanthine reversible transport (periplasm),0.0,-1
DAPtex,-1000.0,1000.0,True,"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)",0.0,0
TRPt2rpp,-1000.0,1000.0,True,L-tryptophan reversible transport via proton symport (periplasm),0.0,0
TYRt2rpp,-1000.0,1000.0,True,L-tyrosine reversible transport via proton symport (periplasm),0.0,0
EX_tma_e,0.0,1000.0,False,Trimethylamine exchange,0.0,-1
URIt2pp_copy1,0.0,1000.0,False,Uridine transport in via proton symport (periplasm),0.0,0
URIt2pp_copy2,-1000.0,1000.0,True,Uridine transport in via proton symport (periplasm),0.0,0
VALabcpp,0.0,1000.0,False,L-valine transport via ABC system (periplasm),0.0,0
12PPDStex,-1000.0,1000.0,True,"(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",0.0,0
DDGLCNtex,-1000.0,1000.0,True,2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm),0.0,0
XTSNt2rpp,-1000.0,1000.0,True,Xanthosine transport via proton symport (periplasm),0.0,0
XYLabcpp,0.0,1000.0,False,D-xylose transport via ABC system (periplasm),0.0,0
GMHEPK,0.0,1000.0,False,D-glycero-D-manno-heptose 7-phosphate kinase,0.0,0
XYLUt2pp,0.0,1000.0,False,L-xylulose transport in via proton symport (periplasm),0.0,0
THRt4pp,0.0,1000.0,False,L-threonine  via sodium symport (periplasm),0.0,0
GALURtex,-1000.0,1000.0,True,D-galacturonate transport via diffusion (extracellular to periplasm),0.0,0
GTPCI,0.0,1000.0,False,GTP cyclohydrolase I,0.0005497828175928685,1
FDMO,0.0,1000.0,False,FMNH2-dependent monooxygenase,0.0,0
FEOXAMabcpp,0.0,1000.0,False,Ferroxamine transport via ABC system (periplasm),0.0,0
EX_fruur_e,0.0,1000.0,False,D-Fructuronate exchange,0.0,-1
GALtex,-1000.0,1000.0,True,D-galactose transport via diffusion (extracellular to periplasm),0.0,0
CBL1abcpp,0.0,1000.0,False,Cob(1)alamin transport via ABC system (periplasm),0.0,0
EX_malttr_e,0.0,1000.0,False,Maltotriose exchange,0.0,-1
ACACt2pp,-1000.0,1000.0,True,Acetoacetate transport via proton symport  (periplasm),0.0,0
ACGAptspp,0.0,1000.0,False,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),0.0,1
ACMANAptspp,0.0,1000.0,False,N-acetyl-D-mannosamine transport via PTS  (periplasm),0.0,1
ACNAMt2pp,0.0,1000.0,False,N-acetylneuraminate proton symport (periplasm),0.0,0
GALCTtex,-1000.0,1000.0,True,D-galactarte transport via diffusion (extracellular to periplasm),0.0,0
GALCTNtex,-1000.0,1000.0,True,D-galactonate transport via diffusion (extracellular to periplasm),0.0,0
GALTtex,-1000.0,1000.0,True,Galactitol transport via diffusion (extracellular to periplasm),0.0,0
EX_cbi_e,0.0,1000.0,False,Cobinamide exchange,0.0,-1
CHOLD,0.0,1000.0,False,Choline dehydrogenase,0.0,0
TRE6PS,0.0,1000.0,False,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",0.0,0
DRPA,0.0,1000.0,False,Deoxyribose-phosphate aldolase,0.0,0
TKT2,-1000.0,1000.0,True,Transketolase,0.4601693277552632,0
EX_arbtn_fe3_e,0.0,1000.0,False,Aerobactin exchange,0.0,-1
UDCPDP,0.0,1000.0,False,Undecaprenyl-diphosphatase,0.022836120979616084,0
EX_cpgn_e,0.0,1000.0,False,Coprogen exchange,0.0,-1
EX_ch4_e,0.0,1000.0,False,EX ch4 LPAREN e RPAREN ,0.0,-1
FEENTERabcpp,0.0,1000.0,False,Fe-enterobactin transport via ABC system (periplasm),0.0,1
EX_adocbl_e,0.0,1000.0,False,Adenosylcobalamin exchange,0.0,-1
FECRMabcpp,0.0,1000.0,False,Ferrichrome transport via ABC system (periplasm),0.0,0
TREH,0.0,1000.0,False,"Alpha,alpha-trehalase",0.0,0
GAMtex,-1000.0,1000.0,True,D-glucosamine transport via diffusion (extracellular to periplasm),0.0,0
GBBTNtex,-1000.0,1000.0,True,Gamma-butyrobetaine transport via diffusion (extracellular to periplasm),0.0,0
ATPS4rpp,-1000.0,1000.0,True,ATP synthase (four protons for one ATP) (periplasm),64.31912707933091,0
INDOLEtex,-1000.0,1000.0,True,Indole transport via diffusion (extracellular to periplasm),0.0,0
ARBt2rpp,-1000.0,1000.0,True,L-arabinose transport via proton symport (periplasm),0.0,0
CYTK1,-1000.0,1000.0,True,Cytidylate kinase (CMP),0.14874789138015765,0
DAPabcpp,0.0,1000.0,False,M-diaminopimelic acid ABC transport (periplasm),0.0,-1
L_LACtex,-1000.0,1000.0,True,L-lactate transport via diffusion (extracellular to periplasm),0.0,0
ACt4pp,0.0,1000.0,False,Na+/Acetate symport (periplasm),0.0,0
ADEt2rpp,-1000.0,1000.0,True,Adenine transport via proton symport (reversible) (periplasm),0.0,0
CO2tpp,-1000.0,1000.0,True,CO2 transporter via diffusion (periplasm),-21.75533778678334,0
DHAtpp,-1000.0,1000.0,True,Dihydroxyacetone transport via facilitated diffusion (periplasm),0.0,-1
DMSOR1pp,0.0,1000.0,False,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),0.0,0
ARGabcpp,0.0,1000.0,False,L-arginine transport via ABC system (periplasm),0.0,0
ADNt2pp_copy1,0.0,1000.0,False,Adenosine transport in via proton symport (periplasm),0.0,0
ADNt2pp_copy2,-1000.0,1000.0,True,Adenosine transport in via proton symport (periplasm),0.0,0
ALAabcpp,0.0,1000.0,False,L-alanine transport via ABC system (periplasm),0.0,0
ALLabcpp,0.0,1000.0,False,D-allose transport via ABC system (periplasm),0.0,0
ALLTNt2rpp,-1000.0,1000.0,True,Allantoin transport in via proton symport (periplasm),0.0,0
ARBabcpp,0.0,1000.0,False,L-arabinose transport via ABC system (periplasm),0.0,0
ARGAGMt7pp,-1000.0,1000.0,True,Arginine/agmatine antiport (periplasm),0.0,0
ASCBptspp,0.0,1000.0,False,L-ascorbate transport via PEP:Pyr PTS (periplasm),0.0,1
CYTK2,-1000.0,1000.0,True,Cytidylate kinase (dCMP),0.0,0
ASNt2rpp,-1000.0,1000.0,True,L-asparagine reversible transport via proton symport (periplasm),0.0,0
ASPabcpp,0.0,1000.0,False,L-aspartate transport via ABC system (periplasm),0.0,0
ASPt2pp,0.0,1000.0,False,L-aspartate transport in via proton symport (periplasm),0.0,0
ECOAH8,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),0.0,0
GLCDpp,0.0,1000.0,False,Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm),0.0,0
GUAtpp,-1000.0,1000.0,True,Guanine transport via diffusion (periplasm),0.0,0
ASPt2_2pp,0.0,1000.0,False,Aspartate transport via proton symport (2 H) (periplasm),0.0,0
HYD2pp,0.0,1000.0,False,Hydrogenase (menaquinone8: 2 protons) (periplasm),0.0,0
GK1,-1000.0,1000.0,True,Guanylate kinase (GMP:ATP),0.19988426780012844,1
HYXNtpp,-1000.0,1000.0,True,Hypoxanthine transport (periplasm),0.0,0
NACtpp,0.0,1000.0,False,Nicotinic acid uptake (periplasm),0.0,-1
ASPt2_3pp,0.0,1000.0,False,L-asparate transport via proton symport (3 H) (periplasm),0.0,0
HIStex,-1000.0,1000.0,True,L-histidine transport via diffusion (extracellular to periplasm),0.0,0
FE3DCITabcpp,0.0,1000.0,False,Iron transport from ferric-dicitrate via ABC system (periplasm),0.0,0
HXAtex,-1000.0,1000.0,True,Hexanoate transport via diffusion (extracellular to periplasm),0.0,0
HACD1,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),0.29246144861903595,0
HYXNtex,-1000.0,1000.0,True,Hypoxanthine transport via diffusion (extracellular to periplasm),0.0,0
IDONtex,-1000.0,1000.0,True,L-idonate transport via diffusion (extracellular to periplasm),0.0,0
ILEtex,-1000.0,1000.0,True,L-isoleucine transport via diffusion (extracellular to periplasm),0.0,0
INSTtex,-1000.0,1000.0,True,Inositol transport via diffusion (extracellular to periplasm),0.0,0
INStex,-1000.0,1000.0,True,Inosine transport via diffusion (extracellular to periplasm),0.0,0
Ktex,-1000.0,1000.0,True,Potassium transport via diffusion (extracellular to periplasm),0.16040920405837775,0
CPGNtonex,0.0,1000.0,False,Coprogen transport via ton system (extracellular),0.0,1
GLCRtex,-1000.0,1000.0,True,D-glucarate transport via diffusion (extracellular to periplasm),0.0,0
GLCNtex,-1000.0,1000.0,True,D-gluconate transport via diffusion (extracellular to periplasm),0.0,0
GLCURtex,-1000.0,1000.0,True,D-glucuronat transport via diffusion (extracellular to periplasm),0.0,0
GLNtex,-1000.0,1000.0,True,L-glutamine transport via diffusion (extracellular to periplasm),0.0,0
O2tex,-1000.0,1000.0,True,Oxygen transport via diffusion (extracellular to periplasm),20.0,0
EX_ppa_e,0.0,1000.0,False,Propionate exchange,0.0,-1
HACD2,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),0.292461448619036,0
OCTAtex,-1000.0,1000.0,True,Octanoate transport via diffusion (extracellular to periplasm),0.0,0
D_LACtex,-1000.0,1000.0,True,D-lactate transport via diffusion (extracellular to periplasm),0.0,0
NTD8pp,0.0,1000.0,False,5'-nucleotidase (dGMP),0.0,0
ORNtex,-1000.0,1000.0,True,Ornithine transport via diffusion (extracellular to periplasm),0.0,0
FRULYStex,-1000.0,1000.0,True,Fructoselysine transporter via diffusion (extracellular),0.0,0
MALTtexi,0.0,1000.0,False,MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0,0
ECOAH5,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),0.292461448619036,0
DHFS,0.0,1000.0,False,Dihydrofolate synthase,0.0005497828175928687,1
CITt7pp,0.0,1000.0,False,Citrate transport via succinate antiport (periplasm),0.0,0
CRNt7pp,0.0,1000.0,False,Carnitine/butyrobetaine antiporter (periplasm),0.0,0
EX_ni2_e,-1000.0,1000.0,True,Ni2+ exchange,-0.00026544073256139314,-1
GLCtex_copy1,0.0,1000.0,False,Glucose transport via diffusion (extracellular to periplasm),10.0,0
EX_no_e,0.0,1000.0,False,Nitric oxide exchange,0.0,-1
CHLabcpp,0.0,1000.0,False,Choline transport via ABC system (periplasm),0.0,0
DGSNt2pp,0.0,1000.0,False,Deoxyguanosine transport in via proton symport (periplasm),0.0,0
FE3DCITtonex,0.0,1000.0,False,Ferric-dicitrate transport via ton system (extracellular),0.0,1
DINSt2pp,0.0,1000.0,False,Deoxyinosine transport in via proton symport (periplasm),0.0,0
DURIt2pp,0.0,1000.0,False,Deoxyuridine transport in via proton symport (periplasm),0.0,0
FE2abcpp,0.0,1000.0,False,Iron (II) transport via ABC system (periplasm),0.0,0
FRUptspp,0.0,1000.0,False,D-fructose transport via PEP:Pyr PTS (periplasm),0.0,1
FUCtpp,-1000.0,1000.0,True,L-fucose transport via proton symport (periplasm),0.0,0
EX_fad_e,0.0,1000.0,False,Exchange of Flavin adenine dinucleotide oxidized,0.0,-1
GALCTt2rpp,-1000.0,1000.0,True,"D-galactarte transport via proton symport, reversible (periplasm)",0.0,0
GALt2pp,0.0,1000.0,False,D-galactose transport in via proton symport (periplasm),0.0,0
ASPtex,-1000.0,1000.0,True,L-aspartate transport via diffusion (extracellular to periplasm),0.0,0
ABUTt2pp,0.0,1000.0,False,4-aminobutyrate transport in via proton symport (periplasm),0.0,0
FUMt2_2pp,0.0,1000.0,False,Fumarate transport via proton symport (2 H) (periplasm),0.0,0
FUMt2_3pp,0.0,1000.0,False,Fumarate transport via proton symport (3 H) (periplasm),0.0,0
PHEtex,-1000.0,1000.0,True,L-phenylalanine transport via diffusion (extracellular to periplasm),0.0,0
FEENTERtonex,0.0,1000.0,False,Fe-enterobactin transport via ton system (extracellular),0.0,1
CSNt2pp,0.0,1000.0,False,Cytosine transport in via proton symport (periplasm),0.0,0
CYNTt2pp,0.0,1000.0,False,Cyanate transport via proton symport (periplasm),0.0,0
CYSabcpp,0.0,1000.0,False,L-cysteine uptake via ABC system (periplasm),0.0,0
SBTptspp,0.0,1000.0,False,D-sorbitol transport via PEP:Pyr PTS (periplasm),0.0,1
PItex,-1000.0,1000.0,True,Phosphate transport via diffusion (extracellular to periplasm),0.7927112175635533,0
TREHpp,0.0,1000.0,False,"Alpha,alpha-trehalase (periplasm)",0.0,0
CYTBDpp,0.0,1000.0,False,Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm),0.0,1
CYTDt2pp_copy1,0.0,1000.0,False,Cytidine transport in via proton symport (periplasm),0.0,0
CYTDt2pp_copy2,-1000.0,1000.0,True,Cytidine transport in via proton symport (periplasm),0.0,0
DADNt2pp,0.0,1000.0,False,Deoxyadenosine transport in via proton symport (periplasm),0.0,0
DCYTt2pp,0.0,1000.0,False,Deoxycytidine transport in via proton symport (periplasm),0.0,0
CYTBD2pp,0.0,1000.0,False,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),0.0,0
ACGAMK,0.0,1000.0,False,N-acetylglucosamine kinase,0.0,0
ACALDtpp,-1000.0,1000.0,True,Acetaldehyde reversible transport (periplasm),0.0,0
ACt2rpp,-1000.0,1000.0,True,Acetate reversible transport via proton symport (periplasm),-2.2568161887764457,0
DDGLCNt2rpp,-1000.0,1000.0,True,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",0.0,0
RMNtex,-1000.0,1000.0,True,L-rhamnose transport via diffusion (extracellular to periplasm),0.0,0
EX_meoh_e,0.0,1000.0,False,Methanol exchange,1.6435958672532088e-06,-1
EX_fe3dcit_e,0.0,1000.0,False,Fe(III)dicitrate exchange,0.0,-1
EX_fe3hox_e,0.0,1000.0,False,Fe(III)hydroxamate exchange,0.0,-1
EX_fecrm_e,0.0,1000.0,False,Ferrichrome exchange,0.0,-1
EX_feenter_e,0.0,1000.0,False,Fe-enterobactin exchange,0.0,-1
EX_feoxam_e,0.0,1000.0,False,Ferroxamine exchange,0.0,-1
MALTTRtexi,0.0,1000.0,False,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0,0
MALTTTRtexi,0.0,1000.0,False,MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0,0
MALTPTtexi,0.0,1000.0,False,MaltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0,0
METS,0.0,1000.0,False,Methionine synthase,0.1268519072366469,1
ASPO3,0.0,1000.0,False,L-aspartate oxidase,0.0,1
ASPO5,0.0,1000.0,False,L-aspartate oxidase,0.001872055692802758,1
ASPO4,0.0,1000.0,False,L-aspartate oxidase,0.0,1
EX_3amp_e,0.0,1000.0,False,3'-AMP exchange,0.0,-1
EX_3gmp_e,0.0,1000.0,False,3'-GMP exchange,0.0,-1
EX_3ump_e,0.0,1000.0,False,3'-UMP exchange,0.0,-1
ASPO6,0.0,1000.0,False,L-aspartate oxidase,0.0,1
EX_cu2_e,-1000.0,1000.0,True,Cu2+ exchange,-0.0005826547349412624,-1
LCTStex,-1000.0,1000.0,True,Lactose transport via diffusion (extracellular to periplasm),0.0,0
LEUtex,-1000.0,1000.0,True,L-leucine transport via diffusion (extracellular to periplasm),0.0,0
LYStex,-1000.0,1000.0,True,L-lysine transport via diffusion (extracellular to periplasm),0.0,0
EX_glyc__R_e,0.0,1000.0,False,(R)-Glycerate exchange,0.0,-1
EX_eca4colipa_e,0.0,1000.0,False,(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange,0.0,-1
GLYOX3,0.0,1000.0,False,Glyoxalase III,0.0,0
FDMO3,0.0,1000.0,False,FMNH2-dependent monooxygenase (ethanesulfonate),0.0,0
LYXtex,-1000.0,1000.0,True,L-Lyxose transport via diffusion (extracellular to periplasm),0.0,0
MANtex,-1000.0,1000.0,True,D-mannose transport via diffusion (extracellular to periplasm),0.0,0
MAN6Ptex,-1000.0,1000.0,True,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),0.0,0
FDMO4,0.0,1000.0,False,FMNH2-dependent monooxygenase (butanesulfonate),0.0,0
CYSabc2pp,0.0,1000.0,False,L-cysteine export via ABC system (cytoplasm to periplasm),0.0,1
BUTSO3abcpp,0.0,1000.0,False,Butanesulfonate transport via ABC system (periplasm),0.0,0
ETHSO3abcpp,0.0,1000.0,False,Ethanesulfonate transport via ABC system (periplasm),0.0,0
MELIBtex,-1000.0,1000.0,True,Melibiose transport via diffusion (extracellular to periplasm),0.0,0
DMSOtex,-1000.0,1000.0,True,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),0.0,0
DURItex,-1000.0,1000.0,True,Deoxyuridine transport via diffusion (extracellular to periplasm),0.0,0
EX_mal__D_e,0.0,1000.0,False,D-Malate exchange,0.0,-1
FRUtex,-1000.0,1000.0,True,D-fructose transport via diffusion (extracellular to periplasm),0.0,0
FUCtex,-1000.0,1000.0,True,L-fucose transport via diffusion (extracellular to periplasm),0.0,0
EX_sel_e,-1000.0,1000.0,True,Selenate exchange,0.0,-1
EX_hg2_e,0.0,1000.0,False,Hg2+ exchange,0.0,-1
O16GLCT1,0.0,1000.0,False,Glucosyltransferase I (LPS O16 antigen biosynthesis),0.0,0
O16AP2pp,0.0,1000.0,False,O16 antigen polymerase (periplasm),0.0,0
O16AP3pp,0.0,1000.0,False,O16 antigen polymerase (periplasm),0.0,0
FUMtex,-1000.0,1000.0,True,Fumarate transport via diffusion (extracellular to periplasm),0.0,0
ACACT5r,-1000.0,1000.0,True,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),0.292461448619036,0
O16A4Lpp,0.0,1000.0,False,O16 anitgen (x4) ligase (periplasm),0.0,0
PRASCSi,0.0,1000.0,False,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.36799618389031197,1
MALTATr,-1000.0,1000.0,True,Maltose O-acetyltransferase,0.0,0
DHBSH,0.0,1000.0,False,"2,3-dihydroxybenzoylserine hydrolase",0.0,-1
MALDDH,0.0,1000.0,False,Malate decarboxylating oxidoreductase (decarboxylating),0.0,0
FE2tex,-1000.0,1000.0,True,Iron (II) transport via diffusion (extracellular to periplasm),0.006782298346220364,0
NMNtex,-1000.0,1000.0,True,NMN transport via diffusion (extracellular to periplasm),0.0,0
ENTERES,0.0,1000.0,False,Enterochelin Esterase,0.0,1
NO2tex,-1000.0,1000.0,True,Nitrite transport via diffusion (extracellular to periplasm),0.0,0
TRSARr,-1000.0,1000.0,True,Tartronate semialdehyde reductase,0.0,0
DHPS2,0.0,1000.0,False,Dihydropteroate synthase,0.0005497828175928687,1
FEOXAMUtex,0.0,1000.0,False,Ferroxamine (minus Fe3) secretion (to extracellular),0.0,-1
ARBTNtpp,0.0,1000.0,False,Aerobactin secretion (to periplasm),0.0,-1
MTHFC,-1000.0,1000.0,True,Methenyltetrahydrofolate cyclohydrolase,0.812198511963756,1
ARBTNtex,0.0,1000.0,False,Aerobactin secretion (to extracellular),0.0,-1
MTHFD,-1000.0,1000.0,True,Methylenetetrahydrofolate dehydrogenase (NADP),0.812198511963756,1
LYXI,0.0,1000.0,False,Lyxose isomerase,0.0,0
BUTt2rpp,-1000.0,1000.0,True,"Butyrate transport via proton symport, reversible (periplasm)",0.0,0
CADVtpp,0.0,1000.0,False,Lysine/Cadaverine antiporter (periplasm),0.0,0
QULNS,0.0,1000.0,False,Quinolinate synthase,0.001872055692802758,1
23CAMPtex,-1000.0,1000.0,True,23cAMP transport via diffusion (extracellular to periplasm),0.0,0
23CCMPtex,-1000.0,1000.0,True,23cCMP transport via diffusion (extracellular to periplasm),0.0,0
23CUMPtex,-1000.0,1000.0,True,23cUMP transport via diffusion (extracellular to periplasm),0.0,0
23CGMPtex,-1000.0,1000.0,True,23cGMP transport via diffusion (extracellular to periplasm),0.0,0
3AMPtex,-1000.0,1000.0,True,3AMP transport via diffusion (extracellular to periplasm),0.0,0
3CMPtex,-1000.0,1000.0,True,3CMP transport via diffusion (extracellular to periplasm),0.0,0
LADGMDH,0.0,1000.0,False,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase,0.0,0
ALKP,0.0,1000.0,False,Alkaline phosphatase,0.0,0
GDPtex,-1000.0,1000.0,True,GDP transport via diffusion (extracellular to periplasm),0.0,0
EX_cobalt2_e,-1000.0,1000.0,True,Co2+ exchange,-2.0544948340665106e-05,-1
ALAGLUE,-1000.0,1000.0,True,L-alanyl-gamma-glutamate epimerase,0.0,0
FEENTERtpp,0.0,1000.0,False,Enterochelin transport (secretion),0.0,0
TMAtex,-1000.0,1000.0,True,Trimethylamine transport via diffusion (extracellular to periplasm),0.0,0
EX_pheme_e,0.0,1000.0,False,Protoheme exchange,0.0,-1
TMAOtex,-1000.0,1000.0,True,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),0.0,0
TREtex,-1000.0,1000.0,True,Trehalose transport via diffusion (extracellular to periplasm),0.0,0
L_LACD3,0.0,1000.0,False,L-Lactate dehydrogenase (menaquinone),0.0,0
FEENTERtex,0.0,1000.0,False,Enterochelin transport (secretion periplasm),0.0,0
FE3HOXUtpp,0.0,1000.0,False,Fe(III)hydroxamate unloaded secretion (extracellular),0.0,-1
FEOXAMUtpp,0.0,1000.0,False,Ferroxamine (minus Fe3) secretion (to periplasm),0.0,-1
FECRMUtpp,0.0,1000.0,False,Ferrichrome (minus Fe) secretion (to periplasm),0.0,-1
FE3HOXR2,0.0,1000.0,False,Fe(III)hydroxamate reductase,0.0,-1
L_LACD2,0.0,1000.0,False,L-Lactate dehydrogenase (ubiquinone),0.0,0
ACACT6r,-1000.0,1000.0,True,Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),0.22850584623247916,0
TRPtex,-1000.0,1000.0,True,L-tryptophan transport via diffusion (extracellular to periplasm),0.0,0
PTRCt2pp,0.0,1000.0,False,Putrescine transport in via proton symport,0.0,0
GGGABAH,0.0,1000.0,False,Gamma-glutamyl-gamma-aminobutyric acid hydrolase,0.0,0
PNTOtex,-1000.0,1000.0,True,Pantothenate transport via diffusion (extracellular to periplasm),0.0,0
FRULYSK,0.0,1000.0,False,Fructoselysine Kinase,0.0,0
FDMO6,0.0,1000.0,False,FMNH2-dependent monooxygenase (sulfoacetate),0.0,0
TSULtex,-1000.0,1000.0,True,Thiosulfate transport via diffusion (extracellular to periplasm),0.0,0
TYRtex,-1000.0,1000.0,True,L-tyrosine transport via diffusion (extracellular to periplasm),0.0,0
URAtex,-1000.0,1000.0,True,Uracil transport via diffusion (extracellular to periplasm),0.0,0
UREAtex,-1000.0,1000.0,True,Urea transport via diffusion (extracellular to periplasm),0.0,0
URItex,-1000.0,1000.0,True,Uridine transport via diffusion (extracellular to periplasm),0.0,0
SULFACabcpp,0.0,1000.0,False,Sulfoacetate transport via ABC system (periplasm),0.0,0
ETHSO3tex,-1000.0,1000.0,True,Ethanesulfonate transport via diffusion (extracellular to periplasm),0.0,0
BUTSO3tex,-1000.0,1000.0,True,Butanesulfonate transport via diffusion (extracellular to periplasm),0.0,0
LIPOtex,-1000.0,1000.0,True,Lipoate transport via diffusion (extracellular to periplasm),0.0,0
CYANSTpp,0.0,1000.0,False,Cyanide sulfurtransferase (periplasmic),0.0,0
VALtex,-1000.0,1000.0,True,L-valine transport via diffusion (extracellular to periplasm),0.0,0
XANtex,-1000.0,1000.0,True,Xanthine transport via diffusion (extracellular to periplasm),0.0,0
MCPST,0.0,1000.0,False,3-mercaptopyruvate sulfurtransferase,0.0,0
XYLtex,-1000.0,1000.0,True,D-xylose transport via diffusion (extracellular to periplasm),0.0,0
PPPNtex,-1000.0,1000.0,True,3-phenylpropionate transport via diffusion (extracellular to periplasm),0.0,0
ABUTtex,-1000.0,1000.0,True,4-aminobutyrate transport via diffusion (extracellular to periplasm),0.0,0
FORtppi,0.0,1000.0,False,Formate transport via diffusion (cytoplasm to periplasm),0.0,0
PHEMEabcpp,0.0,1000.0,False,Protoheme transport via ABC system (periplasm),0.0,0
METSOX1abcpp,0.0,1000.0,False,L-methionine S-oxide transport via ABC system (periplasm),0.0,-1
PPTtex,-1000.0,1000.0,True,Phosphonate transport via diffusion (extracellular to periplasm),0.0,0
GALBDtex,-1000.0,1000.0,True,Beta D-galactose transport via diffusion (extracellular to periplasm),0.0,0
LIPAHT2ex,0.0,1000.0,False,Core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),0.0,0
DATPHs,0.0,1000.0,False,DATP amine hydrolysis (spontaneous),0.0,0
GLCTR1,0.0,1000.0,False,Glucosyltransferase I (LPS core synthesis),0.0,0
LIPAabcpp,0.0,1000.0,False,Lipid A transport via ABC system (periplasm),0.0,1
LIPAHTex,0.0,1000.0,False,Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),0.0,0
LIPACabcpp,0.0,1000.0,False,Lipid (cold) A transport via ABC system (periplasm),0.0,1
ECAP1pp,0.0,1000.0,False,Enterobacterial common antigen polymerase (periplasm),0.0,1
PTRCtex,-1000.0,1000.0,True,Putrescine transport via diffusion (extracellular to periplasm),0.0,0
UDCPDPpp,0.0,1000.0,False,Undecaprenyl-diphosphatase (periplasm),0.0,0
GGGABADr,-1000.0,1000.0,True,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,0.0,0
EX_mso3_e,0.0,1000.0,False,Methanesulfonate exchange,0.0,-1
EX_23camp_e,0.0,1000.0,False,"2',3'-Cyclic AMP exchange",0.0,-1
