,reaction,lower_bound,upper_bound,is_reversible,name,flux
EX_galctn__D_e,EX_galctn__D_e,0.0,1000.0,False,D-Galactonate exchange,0.0
AMALT1,AMALT1,0.0,1000.0,False,Amylomaltase (maltotriose),0.0
EX_glyb_e,EX_glyb_e,0.0,1000.0,False,Glycine betaine exchange,0.0
AHGDx,AHGDx,-1000.0,1000.0,True,(S)-alpha-hydroxyglutarate dehydrogenase,0.0
MLTP2,MLTP2,-1000.0,1000.0,True,Maltodextrin phosphorylase (maltohexaose),0.0
TAURabcpp,TAURabcpp,0.0,1000.0,False,Taurine transport via ABC system (periplasm),0.0
THMDt2pp_copy1,THMDt2pp_copy1,0.0,1000.0,False,Thymidine transport in via proton symport (periplasm),0.0
3HCINNMH,3HCINNMH,0.0,1000.0,False,3-hydroxycinnamate hydroxylase,0.0
BSORx,BSORx,0.0,1000.0,False,Biotin sulfoxide reductase,0.0
PACCOAL,PACCOAL,0.0,1000.0,False,Phenylacetate-CoA ligase,0.0
NMNt7pp,NMNt7pp,0.0,1000.0,False,NMN transport via NMN glycohydrolase (periplasm),0.0
EX_ca2_e,EX_ca2_e,-1000.0,1000.0,True,Calcium exchange,-0.004277458244526637
EX_so3_e,EX_so3_e,0.0,1000.0,False,Sulfite exchange,0.0
GLUtex,GLUtex,-1000.0,1000.0,True,L-glutamate transport via diffusion (extracellular to periplasm),0.0
Kt2pp,Kt2pp,0.0,1000.0,False,Potassium transport in via proton symport (periplasm),0.16040920405838383
GLYtex,GLYtex,-1000.0,1000.0,True,Glycine transport via diffusion (extracellular to periplasm),0.0
GP4GH,GP4GH,0.0,1000.0,False,Gp4G hydrolase,0.0
GLYALDtex,GLYALDtex,-1000.0,1000.0,True,Glyceraldehyde transport via diffusion (extracellular to periplasm),0.0
AKGt2rpp,AKGt2rpp,-1000.0,1000.0,True,2-oxoglutarate reversible transport via symport (periplasm),0.0
ACGAMT,ACGAMT,0.0,1000.0,False,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,0.0
XYLt2pp,XYLt2pp,0.0,1000.0,False,D-xylose transport in via proton symport (periplasm),0.0
EX_ascb__L_e,EX_ascb__L_e,0.0,1000.0,False,L-Ascorbate exchange,0.0
GLYBtex,GLYBtex,-1000.0,1000.0,True,Glycine betaine transport via diffusion (extracellular to periplasm),0.0
GLYCtex,GLYCtex,-1000.0,1000.0,True,Glycerol transport via diffusion (extracellular to periplasm),0.0
GLYC3Ptex,GLYC3Ptex,-1000.0,1000.0,True,Glycerol-3-phosphate transport via diffusion (extracellular to periplasm),0.0
GLYCLTtex,GLYCLTtex,-1000.0,1000.0,True,Glycolate transport via diffusion (extracellular to periplasm),0.0
GTPtex,GTPtex,-1000.0,1000.0,True,GTP transport via diffusion (extracellular to periplasm),0.0
GUAtex,GUAtex,-1000.0,1000.0,True,Guanine transport via diffusion (extracellular to periplasm),0.0
Htex,Htex,-1000.0,1000.0,True,Proton transport via diffusion (extracellular to periplasm),-9.814240098578248
EX_ala_B_e,EX_ala_B_e,0.0,1000.0,False,Beta-Alanine exchange,0.0
EX_agm_e,EX_agm_e,0.0,1000.0,False,Agmatine exchange,0.0
EX_minohp_e,EX_minohp_e,0.0,1000.0,False,Myo-Inositol hexakisphosphate exchange,0.0
EX_ppt_e,EX_ppt_e,0.0,1000.0,False,Phosphonate exchange,0.0
EX_hxa_e,EX_hxa_e,0.0,1000.0,False,Hexanoate (n-C6:0) exchange,0.0
H2tex,H2tex,-1000.0,1000.0,True,Hydrogen transport via diffusion (extracellular to periplasm),0.0
H2Otex,H2Otex,-1000.0,1000.0,True,H2O transport via diffusion (extracellular to periplasm),-43.453540643440284
AADDGT,AADDGT,0.0,1000.0,False,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",0.0
FACOAL160t2pp,FACOAL160t2pp,0.0,1000.0,False,Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),0.0
FACOAL180t2pp,FACOAL180t2pp,0.0,1000.0,False,Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),0.0
SPODMpp,SPODMpp,0.0,1000.0,False,Superoxide dismutase,0.0
EX_lyx__L_e,EX_lyx__L_e,0.0,1000.0,False,L-Lyxose exchange,0.0
EX_acmum_e,EX_acmum_e,0.0,1000.0,False,N-Acetylmuramate exchange,0.0
EX_dca_e,EX_dca_e,0.0,1000.0,False,Decanoate (n-C10:0) exchange,0.0
EX_all__D_e,EX_all__D_e,0.0,1000.0,False,D-Allose exchange,0.0
NO3R1bpp,NO3R1bpp,0.0,1000.0,False,Nitrate reductase (Ubiquinol-8),0.0
O2tpp,O2tpp,-1000.0,1000.0,True,O2 transport via diffusion (periplasm),20.0
EX_octa_e,EX_octa_e,0.0,1000.0,False,Octanoate (n-C8:0) exchange,0.0
PHYTSpp,PHYTSpp,0.0,1000.0,False,Phytase (periplasm),0.0
EX_gbbtn_e,EX_gbbtn_e,0.0,1000.0,False,Gamma-butyrobetaine exchange,0.0
PPTHpp,PPTHpp,0.0,1000.0,False,Phosphonate hydrogenase (periplasm),0.0
PYRt2rpp,PYRt2rpp,-1000.0,1000.0,True,Pyruvate reversible transport via proton symport (periplasm),0.0
NO3R2pp,NO3R2pp,0.0,1000.0,False,Nitrate reductase (Menaquinol-8) (periplasm),0.0
EX_xylu__L_e,EX_xylu__L_e,0.0,1000.0,False,L-Xylulose exchange,0.0
EX_gdp_e,EX_gdp_e,0.0,1000.0,False,GDP exchange,0.0
EX_gtp_e,EX_gtp_e,0.0,1000.0,False,GTP exchange,0.0
NTP3pp,NTP3pp,0.0,1000.0,False,Nucleoside-triphosphatase (GTP) (periplasm),0.0
NO3R2bpp,NO3R2bpp,0.0,1000.0,False,Nitrate reductase (Menaquinol-8) (periplasm),0.0
THMabcpp,THMabcpp,0.0,1000.0,False,Thiamine transport via ABC system (periplasm),0.0
THMDt2pp_copy2,THMDt2pp_copy2,-1000.0,1000.0,True,Thymidine transport in via proton symport (periplasm),0.0
THRabcpp,THRabcpp,0.0,1000.0,False,L-threonine transport via ABC system (periplasm),0.0
TREptspp,TREptspp,0.0,1000.0,False,Trehalose transport via PEP:Pyr PTS (periplasm),0.0
THD2pp,THD2pp,0.0,1000.0,False,NAD(P) transhydrogenase (periplasm),0.0
TMAOR1pp,TMAOR1pp,0.0,1000.0,False,Trimethylamine N-oxide reductase (menaquinol 8) (periplasm),0.0
TMAOR2pp,TMAOR2pp,0.0,1000.0,False,Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm),0.0
XANtpp,XANtpp,-1000.0,1000.0,True,Xanthine reversible transport (periplasm),0.0
DAPtex,DAPtex,-1000.0,1000.0,True,"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)",0.0
TRPt2rpp,TRPt2rpp,-1000.0,1000.0,True,L-tryptophan reversible transport via proton symport (periplasm),0.0
TYRt2rpp,TYRt2rpp,-1000.0,1000.0,True,L-tyrosine reversible transport via proton symport (periplasm),0.0
EX_tma_e,EX_tma_e,0.0,1000.0,False,Trimethylamine exchange,0.0
URIt2pp_copy1,URIt2pp_copy1,0.0,1000.0,False,Uridine transport in via proton symport (periplasm),0.0
URIt2pp_copy2,URIt2pp_copy2,-1000.0,1000.0,True,Uridine transport in via proton symport (periplasm),0.0
VALabcpp,VALabcpp,0.0,1000.0,False,L-valine transport via ABC system (periplasm),0.0
12PPDStex,12PPDStex,-1000.0,1000.0,True,"(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",0.0
DDGLCNtex,DDGLCNtex,-1000.0,1000.0,True,2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm),0.0
XTSNt2rpp,XTSNt2rpp,-1000.0,1000.0,True,Xanthosine transport via proton symport (periplasm),0.0
XYLabcpp,XYLabcpp,0.0,1000.0,False,D-xylose transport via ABC system (periplasm),0.0
GMHEPK,GMHEPK,0.0,1000.0,False,D-glycero-D-manno-heptose 7-phosphate kinase,0.0
XYLUt2pp,XYLUt2pp,0.0,1000.0,False,L-xylulose transport in via proton symport (periplasm),0.0
THRt4pp,THRt4pp,0.0,1000.0,False,L-threonine  via sodium symport (periplasm),0.0
GALURtex,GALURtex,-1000.0,1000.0,True,D-galacturonate transport via diffusion (extracellular to periplasm),0.0
GTPCI,GTPCI,0.0,1000.0,False,GTP cyclohydrolase I,0.0005497828175960883
FDMO,FDMO,0.0,1000.0,False,FMNH2-dependent monooxygenase,0.0
FEOXAMabcpp,FEOXAMabcpp,0.0,1000.0,False,Ferroxamine transport via ABC system (periplasm),0.0
EX_fruur_e,EX_fruur_e,0.0,1000.0,False,D-Fructuronate exchange,0.0
GALtex,GALtex,-1000.0,1000.0,True,D-galactose transport via diffusion (extracellular to periplasm),0.0
CBL1abcpp,CBL1abcpp,0.0,1000.0,False,Cob(1)alamin transport via ABC system (periplasm),0.0
EX_malttr_e,EX_malttr_e,0.0,1000.0,False,Maltotriose exchange,0.0
ACACt2pp,ACACt2pp,-1000.0,1000.0,True,Acetoacetate transport via proton symport  (periplasm),0.0
ACGAptspp,ACGAptspp,0.0,1000.0,False,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),0.0
ACMANAptspp,ACMANAptspp,0.0,1000.0,False,N-acetyl-D-mannosamine transport via PTS  (periplasm),0.0
ACNAMt2pp,ACNAMt2pp,0.0,1000.0,False,N-acetylneuraminate proton symport (periplasm),0.0
GALCTtex,GALCTtex,-1000.0,1000.0,True,D-galactarte transport via diffusion (extracellular to periplasm),0.0
GALCTNtex,GALCTNtex,-1000.0,1000.0,True,D-galactonate transport via diffusion (extracellular to periplasm),0.0
GALTtex,GALTtex,-1000.0,1000.0,True,Galactitol transport via diffusion (extracellular to periplasm),0.0
EX_cbi_e,EX_cbi_e,0.0,1000.0,False,Cobinamide exchange,0.0
CHOLD,CHOLD,0.0,1000.0,False,Choline dehydrogenase,0.0
TRE6PS,TRE6PS,0.0,1000.0,False,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",0.0
DRPA,DRPA,0.0,1000.0,False,Deoxyribose-phosphate aldolase,0.0
TKT2,TKT2,-1000.0,1000.0,True,Transketolase,0.4601693277553091
EX_arbtn_fe3_e,EX_arbtn_fe3_e,0.0,1000.0,False,Aerobactin exchange,0.0
UDCPDP,UDCPDP,0.0,1000.0,False,Undecaprenyl-diphosphatase,0.02283612097961694
EX_cpgn_e,EX_cpgn_e,0.0,1000.0,False,Coprogen exchange,0.0
EX_ch4_e,EX_ch4_e,0.0,1000.0,False,EX ch4 LPAREN e RPAREN ,0.0
FEENTERabcpp,FEENTERabcpp,0.0,1000.0,False,Fe-enterobactin transport via ABC system (periplasm),0.0
EX_adocbl_e,EX_adocbl_e,0.0,1000.0,False,Adenosylcobalamin exchange,0.0
FECRMabcpp,FECRMabcpp,0.0,1000.0,False,Ferrichrome transport via ABC system (periplasm),0.0
TREH,TREH,0.0,1000.0,False,"Alpha,alpha-trehalase",0.0
GAMtex,GAMtex,-1000.0,1000.0,True,D-glucosamine transport via diffusion (extracellular to periplasm),0.0
GBBTNtex,GBBTNtex,-1000.0,1000.0,True,Gamma-butyrobetaine transport via diffusion (extracellular to periplasm),0.0
ATPS4rpp,ATPS4rpp,-1000.0,1000.0,True,ATP synthase (four protons for one ATP) (periplasm),64.31912707933103
INDOLEtex,INDOLEtex,-1000.0,1000.0,True,Indole transport via diffusion (extracellular to periplasm),0.0
ARBt2rpp,ARBt2rpp,-1000.0,1000.0,True,L-arabinose transport via proton symport (periplasm),0.0
CYTK1,CYTK1,-1000.0,1000.0,True,Cytidylate kinase (CMP),0.14874789138016234
DAPabcpp,DAPabcpp,0.0,1000.0,False,M-diaminopimelic acid ABC transport (periplasm),0.0
L_LACtex,L_LACtex,-1000.0,1000.0,True,L-lactate transport via diffusion (extracellular to periplasm),0.0
ACt4pp,ACt4pp,0.0,1000.0,False,Na+/Acetate symport (periplasm),0.0
ADEt2rpp,ADEt2rpp,-1000.0,1000.0,True,Adenine transport via proton symport (reversible) (periplasm),0.0
CO2tpp,CO2tpp,-1000.0,1000.0,True,CO2 transporter via diffusion (periplasm),-21.755337786783848
DHAtpp,DHAtpp,-1000.0,1000.0,True,Dihydroxyacetone transport via facilitated diffusion (periplasm),0.0
DMSOR1pp,DMSOR1pp,0.0,1000.0,False,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),0.0
ARGabcpp,ARGabcpp,0.0,1000.0,False,L-arginine transport via ABC system (periplasm),0.0
ADNt2pp_copy1,ADNt2pp_copy1,0.0,1000.0,False,Adenosine transport in via proton symport (periplasm),0.0
ADNt2pp_copy2,ADNt2pp_copy2,-1000.0,1000.0,True,Adenosine transport in via proton symport (periplasm),0.0
ALAabcpp,ALAabcpp,0.0,1000.0,False,L-alanine transport via ABC system (periplasm),0.0
ALLabcpp,ALLabcpp,0.0,1000.0,False,D-allose transport via ABC system (periplasm),0.0
ALLTNt2rpp,ALLTNt2rpp,-1000.0,1000.0,True,Allantoin transport in via proton symport (periplasm),0.0
ARBabcpp,ARBabcpp,0.0,1000.0,False,L-arabinose transport via ABC system (periplasm),0.0
ARGAGMt7pp,ARGAGMt7pp,-1000.0,1000.0,True,Arginine/agmatine antiport (periplasm),0.0
ASCBptspp,ASCBptspp,0.0,1000.0,False,L-ascorbate transport via PEP:Pyr PTS (periplasm),0.0
CYTK2,CYTK2,-1000.0,1000.0,True,Cytidylate kinase (dCMP),0.0
ASNt2rpp,ASNt2rpp,-1000.0,1000.0,True,L-asparagine reversible transport via proton symport (periplasm),0.0
ASPabcpp,ASPabcpp,0.0,1000.0,False,L-aspartate transport via ABC system (periplasm),0.0
ASPt2pp,ASPt2pp,0.0,1000.0,False,L-aspartate transport in via proton symport (periplasm),0.0
ECOAH8,ECOAH8,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),0.0
GLCDpp,GLCDpp,0.0,1000.0,False,Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm),0.0
GUAtpp,GUAtpp,-1000.0,1000.0,True,Guanine transport via diffusion (periplasm),0.0
ASPt2_2pp,ASPt2_2pp,0.0,1000.0,False,Aspartate transport via proton symport (2 H) (periplasm),0.0
HYD2pp,HYD2pp,0.0,1000.0,False,Hydrogenase (menaquinone8: 2 protons) (periplasm),0.0
GK1,GK1,-1000.0,1000.0,True,Guanylate kinase (GMP:ATP),0.1998842678001391
HYXNtpp,HYXNtpp,-1000.0,1000.0,True,Hypoxanthine transport (periplasm),0.0
NACtpp,NACtpp,0.0,1000.0,False,Nicotinic acid uptake (periplasm),0.0
ASPt2_3pp,ASPt2_3pp,0.0,1000.0,False,L-asparate transport via proton symport (3 H) (periplasm),0.0
HIStex,HIStex,-1000.0,1000.0,True,L-histidine transport via diffusion (extracellular to periplasm),0.0
FE3DCITabcpp,FE3DCITabcpp,0.0,1000.0,False,Iron transport from ferric-dicitrate via ABC system (periplasm),0.0
HXAtex,HXAtex,-1000.0,1000.0,True,Hexanoate transport via diffusion (extracellular to periplasm),0.0
HACD1,HACD1,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),0.29246144861904694
HYXNtex,HYXNtex,-1000.0,1000.0,True,Hypoxanthine transport via diffusion (extracellular to periplasm),0.0
IDONtex,IDONtex,-1000.0,1000.0,True,L-idonate transport via diffusion (extracellular to periplasm),0.0
ILEtex,ILEtex,-1000.0,1000.0,True,L-isoleucine transport via diffusion (extracellular to periplasm),0.0
INSTtex,INSTtex,-1000.0,1000.0,True,Inositol transport via diffusion (extracellular to periplasm),0.0
INStex,INStex,-1000.0,1000.0,True,Inosine transport via diffusion (extracellular to periplasm),0.0
Ktex,Ktex,-1000.0,1000.0,True,Potassium transport via diffusion (extracellular to periplasm),0.1604092040583838
CPGNtonex,CPGNtonex,0.0,1000.0,False,Coprogen transport via ton system (extracellular),0.0
GLCRtex,GLCRtex,-1000.0,1000.0,True,D-glucarate transport via diffusion (extracellular to periplasm),0.0
GLCNtex,GLCNtex,-1000.0,1000.0,True,D-gluconate transport via diffusion (extracellular to periplasm),0.0
GLCURtex,GLCURtex,-1000.0,1000.0,True,D-glucuronat transport via diffusion (extracellular to periplasm),0.0
GLNtex,GLNtex,-1000.0,1000.0,True,L-glutamine transport via diffusion (extracellular to periplasm),0.0
O2tex,O2tex,-1000.0,1000.0,True,Oxygen transport via diffusion (extracellular to periplasm),20.0
EX_ppa_e,EX_ppa_e,0.0,1000.0,False,Propionate exchange,0.0
HACD2,HACD2,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),0.292461448619047
OCTAtex,OCTAtex,-1000.0,1000.0,True,Octanoate transport via diffusion (extracellular to periplasm),0.0
D_LACtex,D_LACtex,-1000.0,1000.0,True,D-lactate transport via diffusion (extracellular to periplasm),0.0
NTD8pp,NTD8pp,0.0,1000.0,False,5'-nucleotidase (dGMP),0.0
ORNtex,ORNtex,-1000.0,1000.0,True,Ornithine transport via diffusion (extracellular to periplasm),0.0
FRULYStex,FRULYStex,-1000.0,1000.0,True,Fructoselysine transporter via diffusion (extracellular),0.0
MALTtexi,MALTtexi,0.0,1000.0,False,MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0
ECOAH5,ECOAH5,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),0.292461448619047
DHFS,DHFS,0.0,1000.0,False,Dihydrofolate synthase,0.0005497828175960886
CITt7pp,CITt7pp,0.0,1000.0,False,Citrate transport via succinate antiport (periplasm),0.0
CRNt7pp,CRNt7pp,0.0,1000.0,False,Carnitine/butyrobetaine antiporter (periplasm),0.0
EX_ni2_e,EX_ni2_e,-1000.0,1000.0,True,Ni2+ exchange,-0.0002654407325614032
GLCtex_copy1,GLCtex_copy1,0.0,1000.0,False,Glucose transport via diffusion (extracellular to periplasm),10.0
EX_no_e,EX_no_e,0.0,1000.0,False,Nitric oxide exchange,0.0
CHLabcpp,CHLabcpp,0.0,1000.0,False,Choline transport via ABC system (periplasm),0.0
DGSNt2pp,DGSNt2pp,0.0,1000.0,False,Deoxyguanosine transport in via proton symport (periplasm),0.0
FE3DCITtonex,FE3DCITtonex,0.0,1000.0,False,Ferric-dicitrate transport via ton system (extracellular),0.0
DINSt2pp,DINSt2pp,0.0,1000.0,False,Deoxyinosine transport in via proton symport (periplasm),0.0
DURIt2pp,DURIt2pp,0.0,1000.0,False,Deoxyuridine transport in via proton symport (periplasm),0.0
FE2abcpp,FE2abcpp,0.0,1000.0,False,Iron (II) transport via ABC system (periplasm),0.0
FRUptspp,FRUptspp,0.0,1000.0,False,D-fructose transport via PEP:Pyr PTS (periplasm),0.0
FUCtpp,FUCtpp,-1000.0,1000.0,True,L-fucose transport via proton symport (periplasm),0.0
EX_fad_e,EX_fad_e,0.0,1000.0,False,Exchange of Flavin adenine dinucleotide oxidized,0.0
GALCTt2rpp,GALCTt2rpp,-1000.0,1000.0,True,"D-galactarte transport via proton symport, reversible (periplasm)",0.0
GALt2pp,GALt2pp,0.0,1000.0,False,D-galactose transport in via proton symport (periplasm),0.0
ASPtex,ASPtex,-1000.0,1000.0,True,L-aspartate transport via diffusion (extracellular to periplasm),0.0
ABUTt2pp,ABUTt2pp,0.0,1000.0,False,4-aminobutyrate transport in via proton symport (periplasm),0.0
FUMt2_2pp,FUMt2_2pp,0.0,1000.0,False,Fumarate transport via proton symport (2 H) (periplasm),0.0
FUMt2_3pp,FUMt2_3pp,0.0,1000.0,False,Fumarate transport via proton symport (3 H) (periplasm),0.0
PHEtex,PHEtex,-1000.0,1000.0,True,L-phenylalanine transport via diffusion (extracellular to periplasm),0.0
FEENTERtonex,FEENTERtonex,0.0,1000.0,False,Fe-enterobactin transport via ton system (extracellular),0.0
CSNt2pp,CSNt2pp,0.0,1000.0,False,Cytosine transport in via proton symport (periplasm),0.0
CYNTt2pp,CYNTt2pp,0.0,1000.0,False,Cyanate transport via proton symport (periplasm),0.0
CYSabcpp,CYSabcpp,0.0,1000.0,False,L-cysteine uptake via ABC system (periplasm),0.0
SBTptspp,SBTptspp,0.0,1000.0,False,D-sorbitol transport via PEP:Pyr PTS (periplasm),0.0
PItex,PItex,-1000.0,1000.0,True,Phosphate transport via diffusion (extracellular to periplasm),0.7927112175634895
TREHpp,TREHpp,0.0,1000.0,False,"Alpha,alpha-trehalase (periplasm)",0.0
CYTBDpp,CYTBDpp,0.0,1000.0,False,Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm),0.0
CYTDt2pp_copy1,CYTDt2pp_copy1,0.0,1000.0,False,Cytidine transport in via proton symport (periplasm),0.0
CYTDt2pp_copy2,CYTDt2pp_copy2,-1000.0,1000.0,True,Cytidine transport in via proton symport (periplasm),0.0
DADNt2pp,DADNt2pp,0.0,1000.0,False,Deoxyadenosine transport in via proton symport (periplasm),0.0
DCYTt2pp,DCYTt2pp,0.0,1000.0,False,Deoxycytidine transport in via proton symport (periplasm),0.0
CYTBD2pp,CYTBD2pp,0.0,1000.0,False,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),0.0
ACGAMK,ACGAMK,0.0,1000.0,False,N-acetylglucosamine kinase,0.0
ACALDtpp,ACALDtpp,-1000.0,1000.0,True,Acetaldehyde reversible transport (periplasm),0.0
ACt2rpp,ACt2rpp,-1000.0,1000.0,True,Acetate reversible transport via proton symport (periplasm),-2.256816188776509
DDGLCNt2rpp,DDGLCNt2rpp,-1000.0,1000.0,True,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",0.0
RMNtex,RMNtex,-1000.0,1000.0,True,L-rhamnose transport via diffusion (extracellular to periplasm),0.0
EX_meoh_e,EX_meoh_e,0.0,1000.0,False,Methanol exchange,1.6435958672532706e-06
EX_fe3dcit_e,EX_fe3dcit_e,0.0,1000.0,False,Fe(III)dicitrate exchange,0.0
EX_fe3hox_e,EX_fe3hox_e,0.0,1000.0,False,Fe(III)hydroxamate exchange,0.0
EX_fecrm_e,EX_fecrm_e,0.0,1000.0,False,Ferrichrome exchange,0.0
EX_feenter_e,EX_feenter_e,0.0,1000.0,False,Fe-enterobactin exchange,0.0
EX_feoxam_e,EX_feoxam_e,0.0,1000.0,False,Ferroxamine exchange,0.0
MALTTRtexi,MALTTRtexi,0.0,1000.0,False,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0
MALTTTRtexi,MALTTTRtexi,0.0,1000.0,False,MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0
MALTPTtexi,MALTPTtexi,0.0,1000.0,False,MaltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0
METS,METS,0.0,1000.0,False,Methionine synthase,0.1268519072366517
ASPO3,ASPO3,0.0,1000.0,False,L-aspartate oxidase,0.0
ASPO5,ASPO5,0.0,1000.0,False,L-aspartate oxidase,0.001872055692787236
ASPO4,ASPO4,0.0,1000.0,False,L-aspartate oxidase,0.0
EX_3amp_e,EX_3amp_e,0.0,1000.0,False,3'-AMP exchange,0.0
EX_3gmp_e,EX_3gmp_e,0.0,1000.0,False,3'-GMP exchange,0.0
EX_3ump_e,EX_3ump_e,0.0,1000.0,False,3'-UMP exchange,0.0
ASPO6,ASPO6,0.0,1000.0,False,L-aspartate oxidase,0.0
EX_cu2_e,EX_cu2_e,-1000.0,1000.0,True,Cu2+ exchange,-0.0005826547349412845
LCTStex,LCTStex,-1000.0,1000.0,True,Lactose transport via diffusion (extracellular to periplasm),0.0
LEUtex,LEUtex,-1000.0,1000.0,True,L-leucine transport via diffusion (extracellular to periplasm),0.0
LYStex,LYStex,-1000.0,1000.0,True,L-lysine transport via diffusion (extracellular to periplasm),0.0
EX_glyc__R_e,EX_glyc__R_e,0.0,1000.0,False,(R)-Glycerate exchange,0.0
EX_eca4colipa_e,EX_eca4colipa_e,0.0,1000.0,False,(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange,0.0
GLYOX3,GLYOX3,0.0,1000.0,False,Glyoxalase III,0.0
FDMO3,FDMO3,0.0,1000.0,False,FMNH2-dependent monooxygenase (ethanesulfonate),0.0
LYXtex,LYXtex,-1000.0,1000.0,True,L-Lyxose transport via diffusion (extracellular to periplasm),0.0
MANtex,MANtex,-1000.0,1000.0,True,D-mannose transport via diffusion (extracellular to periplasm),0.0
MAN6Ptex,MAN6Ptex,-1000.0,1000.0,True,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),0.0
FDMO4,FDMO4,0.0,1000.0,False,FMNH2-dependent monooxygenase (butanesulfonate),0.0
CYSabc2pp,CYSabc2pp,0.0,1000.0,False,L-cysteine export via ABC system (cytoplasm to periplasm),0.0
BUTSO3abcpp,BUTSO3abcpp,0.0,1000.0,False,Butanesulfonate transport via ABC system (periplasm),0.0
ETHSO3abcpp,ETHSO3abcpp,0.0,1000.0,False,Ethanesulfonate transport via ABC system (periplasm),0.0
MELIBtex,MELIBtex,-1000.0,1000.0,True,Melibiose transport via diffusion (extracellular to periplasm),0.0
DMSOtex,DMSOtex,-1000.0,1000.0,True,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),0.0
DURItex,DURItex,-1000.0,1000.0,True,Deoxyuridine transport via diffusion (extracellular to periplasm),0.0
EX_mal__D_e,EX_mal__D_e,0.0,1000.0,False,D-Malate exchange,0.0
FRUtex,FRUtex,-1000.0,1000.0,True,D-fructose transport via diffusion (extracellular to periplasm),0.0
FUCtex,FUCtex,-1000.0,1000.0,True,L-fucose transport via diffusion (extracellular to periplasm),0.0
EX_sel_e,EX_sel_e,-1000.0,1000.0,True,Selenate exchange,0.0
EX_hg2_e,EX_hg2_e,0.0,1000.0,False,Hg2+ exchange,0.0
O16GLCT1,O16GLCT1,0.0,1000.0,False,Glucosyltransferase I (LPS O16 antigen biosynthesis),0.0
O16AP2pp,O16AP2pp,0.0,1000.0,False,O16 antigen polymerase (periplasm),0.0
O16AP3pp,O16AP3pp,0.0,1000.0,False,O16 antigen polymerase (periplasm),0.0
FUMtex,FUMtex,-1000.0,1000.0,True,Fumarate transport via diffusion (extracellular to periplasm),0.0
ACACT5r,ACACT5r,-1000.0,1000.0,True,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),0.292461448619047
O16A4Lpp,O16A4Lpp,0.0,1000.0,False,O16 anitgen (x4) ligase (periplasm),0.0
PRASCSi,PRASCSi,0.0,1000.0,False,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.36799618389014305
MALTATr,MALTATr,-1000.0,1000.0,True,Maltose O-acetyltransferase,0.0
DHBSH,DHBSH,0.0,1000.0,False,"2,3-dihydroxybenzoylserine hydrolase",0.0
MALDDH,MALDDH,0.0,1000.0,False,Malate decarboxylating oxidoreductase (decarboxylating),0.0
FE2tex,FE2tex,-1000.0,1000.0,True,Iron (II) transport via diffusion (extracellular to periplasm),0.006782298346220621
NMNtex,NMNtex,-1000.0,1000.0,True,NMN transport via diffusion (extracellular to periplasm),0.0
ENTERES,ENTERES,0.0,1000.0,False,Enterochelin Esterase,0.0
NO2tex,NO2tex,-1000.0,1000.0,True,Nitrite transport via diffusion (extracellular to periplasm),0.0
TRSARr,TRSARr,-1000.0,1000.0,True,Tartronate semialdehyde reductase,0.0
DHPS2,DHPS2,0.0,1000.0,False,Dihydropteroate synthase,0.0005497828175960886
FEOXAMUtex,FEOXAMUtex,0.0,1000.0,False,Ferroxamine (minus Fe3) secretion (to extracellular),0.0
ARBTNtpp,ARBTNtpp,0.0,1000.0,False,Aerobactin secretion (to periplasm),0.0
MTHFC,MTHFC,-1000.0,1000.0,True,Methenyltetrahydrofolate cyclohydrolase,0.8121985119634177
