reaction_id,name,lower_bound,upper_bound,is_reversible,reaction_string
Htex,Proton transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,h_e <=> h_p
EX_ala_B_e,Beta-Alanine exchange,0.0,1000.0,False,ala_B_e --> 
EX_agm_e,Agmatine exchange,0.0,1000.0,False,agm_e --> 
EX_minohp_e,Myo-Inositol hexakisphosphate exchange,0.0,1000.0,False,minohp_e --> 
EX_ppt_e,Phosphonate exchange,0.0,1000.0,False,ppt_e --> 
EX_hxa_e,Hexanoate (n-C6:0) exchange,0.0,1000.0,False,hxa_e --> 
H2tex,Hydrogen transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,h2_e <=> h2_p
H2Otex,H2O transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,h2o_e <=> h2o_p
AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",0.0,1000.0,False,dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c
FACOAL160t2pp,Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling),0.0,1000.0,False,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c
FACOAL180t2pp,Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling),0.0,1000.0,False,atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c
SPODMpp,Superoxide dismutase,0.0,1000.0,False,2.0 h_p + 2.0 o2s_p --> h2o2_p + o2_p
EX_lyx__L_e,L-Lyxose exchange,0.0,1000.0,False,lyx__L_e --> 
EX_acmum_e,N-Acetylmuramate exchange,0.0,1000.0,False,acmum_e --> 
EX_dca_e,Decanoate (n-C10:0) exchange,0.0,1000.0,False,dca_e --> 
EX_all__D_e,D-Allose exchange,0.0,1000.0,False,all__D_e --> 
NO3R1bpp,Nitrate reductase (Ubiquinol-8),0.0,1000.0,False,no3_p + q8h2_c --> h2o_p + no2_p + q8_c
O2tpp,O2 transport via diffusion (periplasm),-1000.0,1000.0,True,o2_p <=> o2_c
EX_octa_e,Octanoate (n-C8:0) exchange,0.0,1000.0,False,octa_e --> 
PHYTSpp,Phytase (periplasm),0.0,1000.0,False,6.0 h2o_p + minohp_p --> inost_p + 6.0 pi_p
EX_gbbtn_e,Gamma-butyrobetaine exchange,0.0,1000.0,False,gbbtn_e --> 
PPTHpp,Phosphonate hydrogenase (periplasm),0.0,1000.0,False,h2o_p + ppt_p --> h2_p + pi_p
PYRt2rpp,Pyruvate reversible transport via proton symport (periplasm),-1000.0,1000.0,True,h_p + pyr_p <=> h_c + pyr_c
NO3R2pp,Nitrate reductase (Menaquinol-8) (periplasm),0.0,1000.0,False,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c
EX_xylu__L_e,L-Xylulose exchange,0.0,1000.0,False,xylu__L_e --> 
EX_gdp_e,GDP exchange,0.0,1000.0,False,gdp_e --> 
EX_gtp_e,GTP exchange,0.0,1000.0,False,gtp_e --> 
NTP3pp,Nucleoside-triphosphatase (GTP) (periplasm),0.0,1000.0,False,gtp_p + h2o_p --> gdp_p + h_p + pi_p
NO3R2bpp,Nitrate reductase (Menaquinol-8) (periplasm),0.0,1000.0,False,mql8_c + no3_p --> h2o_p + mqn8_c + no2_p
THMabcpp,Thiamine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + thm_p --> adp_c + h_c + pi_c + thm_c
THMDt2pp_copy2,Thymidine transport in via proton symport (periplasm),-1000.0,1000.0,True,h_p + thymd_p <=> h_c + thymd_c
THRabcpp,L-threonine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c
TREptspp,Trehalose transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,pep_c + tre_p --> pyr_c + tre6p_c
THD2pp,NAD(P) transhydrogenase (periplasm),0.0,1000.0,False,2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c
TMAOR1pp,Trimethylamine N-oxide reductase (menaquinol 8) (periplasm),0.0,1000.0,False,h_p + mql8_c + tmao_p --> h2o_p + mqn8_c + tma_p
TMAOR2pp,Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm),0.0,1000.0,False,2dmmql8_c + h_p + tmao_p --> 2dmmq8_c + h2o_p + tma_p
XANtpp,Xanthine reversible transport (periplasm),-1000.0,1000.0,True,xan_p <=> xan_c
DAPtex,"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)",-1000.0,1000.0,True,15dap_e <=> 15dap_p
TRPt2rpp,L-tryptophan reversible transport via proton symport (periplasm),-1000.0,1000.0,True,h_p + trp__L_p <=> h_c + trp__L_c
TYRt2rpp,L-tyrosine reversible transport via proton symport (periplasm),-1000.0,1000.0,True,h_p + tyr__L_p <=> h_c + tyr__L_c
EX_tma_e,Trimethylamine exchange,0.0,1000.0,False,tma_e --> 
URIt2pp_copy1,Uridine transport in via proton symport (periplasm),0.0,1000.0,False,h_p + uri_p --> h_c + uri_c
URIt2pp_copy2,Uridine transport in via proton symport (periplasm),-1000.0,1000.0,True,h_p + uri_p <=> h_c + uri_c
VALabcpp,L-valine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c
12PPDStex,"(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",-1000.0,1000.0,True,12ppd__S_e <=> 12ppd__S_p
DDGLCNtex,2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,2ddglcn_e <=> 2ddglcn_p
XTSNt2rpp,Xanthosine transport via proton symport (periplasm),-1000.0,1000.0,True,h_p + xtsn_p <=> h_c + xtsn_c
XYLabcpp,D-xylose transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + xyl__D_p --> adp_c + h_c + pi_c + xyl__D_c
GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,0.0,1000.0,False,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c
XYLUt2pp,L-xylulose transport in via proton symport (periplasm),0.0,1000.0,False,h_p + xylu__L_p --> h_c + xylu__L_c
THRt4pp,L-threonine  via sodium symport (periplasm),0.0,1000.0,False,na1_p + thr__L_p --> na1_c + thr__L_c
GALURtex,D-galacturonate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,galur_e <=> galur_p
GTPCI,GTP cyclohydrolase I,0.0,1000.0,False,gtp_c + h2o_c --> ahdt_c + for_c + h_c
FDMO,FMNH2-dependent monooxygenase,0.0,1000.0,False,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c
FEOXAMabcpp,Ferroxamine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c
EX_fruur_e,D-Fructuronate exchange,0.0,1000.0,False,fruur_e --> 
GALtex,D-galactose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,gal_e <=> gal_p
CBL1abcpp,Cob(1)alamin transport via ABC system (periplasm),0.0,1000.0,False,atp_c + cbl1_p + h2o_c --> adp_c + cbl1_c + h_c + pi_c
EX_malttr_e,Maltotriose exchange,0.0,1000.0,False,malttr_e --> 
ACACt2pp,Acetoacetate transport via proton symport  (periplasm),-1000.0,1000.0,True,acac_p + h_p <=> acac_c + h_c
ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),0.0,1000.0,False,acgam_p + pep_c --> acgam6p_c + pyr_c
ACMANAptspp,N-acetyl-D-mannosamine transport via PTS  (periplasm),0.0,1000.0,False,acmana_p + pep_c --> acmanap_c + pyr_c
ACNAMt2pp,N-acetylneuraminate proton symport (periplasm),0.0,1000.0,False,acnam_p + h_p --> acnam_c + h_c
GALCTtex,D-galactarte transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,galct__D_e <=> galct__D_p
GALCTNtex,D-galactonate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,galctn__D_e <=> galctn__D_p
GALTtex,Galactitol transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,galt_e <=> galt_p
EX_cbi_e,Cobinamide exchange,0.0,1000.0,False,cbi_e --> 
CHOLD,Choline dehydrogenase,0.0,1000.0,False,chol_c + nad_c --> betald_c + h_c + nadh_c
TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",0.0,1000.0,False,g6p_c + udpg_c --> h_c + tre6p_c + udp_c
DRPA,Deoxyribose-phosphate aldolase,0.0,1000.0,False,2dr5p_c --> acald_c + g3p_c
TKT2,Transketolase,-1000.0,1000.0,True,e4p_c + xu5p__D_c <=> f6p_c + g3p_c
EX_arbtn_fe3_e,Aerobactin exchange,0.0,1000.0,False,arbtn_fe3_e --> 
UDCPDP,Undecaprenyl-diphosphatase,0.0,1000.0,False,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
EX_cpgn_e,Coprogen exchange,0.0,1000.0,False,cpgn_e --> 
EX_ch4_e,EX ch4 LPAREN e RPAREN ,0.0,1000.0,False,ch4_e --> 
FEENTERabcpp,Fe-enterobactin transport via ABC system (periplasm),0.0,1000.0,False,atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c
EX_adocbl_e,Adenosylcobalamin exchange,0.0,1000.0,False,adocbl_e --> 
FECRMabcpp,Ferrichrome transport via ABC system (periplasm),0.0,1000.0,False,atp_c + fecrm_p + h2o_c --> adp_c + fecrm_c + h_c + pi_c
TREH,"Alpha,alpha-trehalase",0.0,1000.0,False,h2o_c + tre_c --> 2.0 glc__D_c
GAMtex,D-glucosamine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,gam_e <=> gam_p
GBBTNtex,Gamma-butyrobetaine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,gbbtn_e <=> gbbtn_p
ATPS4rpp,ATP synthase (four protons for one ATP) (periplasm),-1000.0,1000.0,True,adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c
INDOLEtex,Indole transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,indole_e <=> indole_p
ARBt2rpp,L-arabinose transport via proton symport (periplasm),-1000.0,1000.0,True,arab__L_p + h_p <=> arab__L_c + h_c
CYTK1,Cytidylate kinase (CMP),-1000.0,1000.0,True,atp_c + cmp_c <=> adp_c + cdp_c
DAPabcpp,M-diaminopimelic acid ABC transport (periplasm),0.0,1000.0,False,26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c
L_LACtex,L-lactate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,lac__L_e <=> lac__L_p
ACt4pp,Na+/Acetate symport (periplasm),0.0,1000.0,False,ac_p + na1_p --> ac_c + na1_c
ADEt2rpp,Adenine transport via proton symport (reversible) (periplasm),-1000.0,1000.0,True,ade_p + h_p <=> ade_c + h_c
CO2tpp,CO2 transporter via diffusion (periplasm),-1000.0,1000.0,True,co2_p <=> co2_c
DHAtpp,Dihydroxyacetone transport via facilitated diffusion (periplasm),-1000.0,1000.0,True,dha_p <=> dha_c
DMSOR1pp,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),0.0,1000.0,False,dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c
ARGabcpp,L-arginine transport via ABC system (periplasm),0.0,1000.0,False,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c
ADNt2pp_copy1,Adenosine transport in via proton symport (periplasm),0.0,1000.0,False,adn_p + h_p --> adn_c + h_c
ADNt2pp_copy2,Adenosine transport in via proton symport (periplasm),-1000.0,1000.0,True,adn_p + h_p <=> adn_c + h_c
ALAabcpp,L-alanine transport via ABC system (periplasm),0.0,1000.0,False,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c
ALLabcpp,D-allose transport via ABC system (periplasm),0.0,1000.0,False,all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c
ALLTNt2rpp,Allantoin transport in via proton symport (periplasm),-1000.0,1000.0,True,alltn_p + h_p <=> alltn_c + h_c
ARBabcpp,L-arabinose transport via ABC system (periplasm),0.0,1000.0,False,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c
ARGAGMt7pp,Arginine/agmatine antiport (periplasm),-1000.0,1000.0,True,agm_c + arg__L_p <=> agm_p + arg__L_c
ASCBptspp,L-ascorbate transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,ascb__L_p + pep_c --> ascb6p_c + pyr_c
CYTK2,Cytidylate kinase (dCMP),-1000.0,1000.0,True,atp_c + dcmp_c <=> adp_c + dcdp_c
ASNt2rpp,L-asparagine reversible transport via proton symport (periplasm),-1000.0,1000.0,True,asn__L_p + h_p <=> asn__L_c + h_c
ASPabcpp,L-aspartate transport via ABC system (periplasm),0.0,1000.0,False,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c
ASPt2pp,L-aspartate transport in via proton symport (periplasm),0.0,1000.0,False,asp__L_p + h_p --> asp__L_c + h_c
ECOAH8,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),-1000.0,1000.0,True,3hodcoa_c <=> h2o_c + od2coa_c
GLCDpp,Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm),0.0,1000.0,False,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c
GUAtpp,Guanine transport via diffusion (periplasm),-1000.0,1000.0,True,gua_p <=> gua_c
ASPt2_2pp,Aspartate transport via proton symport (2 H) (periplasm),0.0,1000.0,False,asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c
HYD2pp,Hydrogenase (menaquinone8: 2 protons) (periplasm),0.0,1000.0,False,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
GK1,Guanylate kinase (GMP:ATP),-1000.0,1000.0,True,atp_c + gmp_c <=> adp_c + gdp_c
HYXNtpp,Hypoxanthine transport (periplasm),-1000.0,1000.0,True,hxan_p <=> hxan_c
NACtpp,Nicotinic acid uptake (periplasm),0.0,1000.0,False,nac_p --> nac_c
ASPt2_3pp,L-asparate transport via proton symport (3 H) (periplasm),0.0,1000.0,False,asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c
HIStex,L-histidine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,his__L_e <=> his__L_p
FE3DCITabcpp,Iron transport from ferric-dicitrate via ABC system (periplasm),0.0,1000.0,False,atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c
HXAtex,Hexanoate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,hxa_e <=> hxa_p
HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),-1000.0,1000.0,True,aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c
HYXNtex,Hypoxanthine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,hxan_e <=> hxan_p
IDONtex,L-idonate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,idon__L_e <=> idon__L_p
ILEtex,L-isoleucine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ile__L_e <=> ile__L_p
INSTtex,Inositol transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,inost_e <=> inost_p
INStex,Inosine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,ins_e <=> ins_p
Ktex,Potassium transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,k_e <=> k_p
CPGNtonex,Coprogen transport via ton system (extracellular),0.0,1000.0,False,cpgn_e + h_p --> cpgn_p + h_c
GLCRtex,D-glucarate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,glcr_e <=> glcr_p
GLCNtex,D-gluconate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,glcn_e <=> glcn_p
GLCURtex,D-glucuronat transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,glcur_e <=> glcur_p
GLNtex,L-glutamine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,gln__L_e <=> gln__L_p
O2tex,Oxygen transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,o2_e <=> o2_p
EX_ppa_e,Propionate exchange,0.0,1000.0,False,ppa_e --> 
HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),-1000.0,1000.0,True,3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c
OCTAtex,Octanoate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,octa_e <=> octa_p
D_LACtex,D-lactate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,lac__D_e <=> lac__D_p
NTD8pp,5'-nucleotidase (dGMP),0.0,1000.0,False,dgmp_p + h2o_p --> dgsn_p + pi_p
ORNtex,Ornithine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,orn_e <=> orn_p
FRULYStex,Fructoselysine transporter via diffusion (extracellular),-1000.0,1000.0,True,frulys_e <=> frulys_p
MALTtexi,MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0,1000.0,False,malt_e --> malt_p
ECOAH5,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),-1000.0,1000.0,True,3hddcoa_c <=> dd2coa_c + h2o_c
DHFS,Dihydrofolate synthase,0.0,1000.0,False,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c
CITt7pp,Citrate transport via succinate antiport (periplasm),0.0,1000.0,False,cit_p + succ_c --> cit_c + succ_p
CRNt7pp,Carnitine/butyrobetaine antiporter (periplasm),0.0,1000.0,False,crn_p + gbbtn_c --> crn_c + gbbtn_p
EX_ni2_e,Ni2+ exchange,-1000.0,1000.0,True,ni2_e <=> 
GLCtex_copy1,Glucose transport via diffusion (extracellular to periplasm),0.0,1000.0,False,glc__D_e --> glc__D_p
EX_no_e,Nitric oxide exchange,0.0,1000.0,False,no_e --> 
CHLabcpp,Choline transport via ABC system (periplasm),0.0,1000.0,False,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c
DGSNt2pp,Deoxyguanosine transport in via proton symport (periplasm),0.0,1000.0,False,dgsn_p + h_p --> dgsn_c + h_c
FE3DCITtonex,Ferric-dicitrate transport via ton system (extracellular),0.0,1000.0,False,fe3dcit_e + h_p --> fe3dcit_p + h_c
DINSt2pp,Deoxyinosine transport in via proton symport (periplasm),0.0,1000.0,False,din_p + h_p --> din_c + h_c
DURIt2pp,Deoxyuridine transport in via proton symport (periplasm),0.0,1000.0,False,duri_p + h_p --> duri_c + h_c
FE2abcpp,Iron (II) transport via ABC system (periplasm),0.0,1000.0,False,atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c
FRUptspp,D-fructose transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,fru_p + pep_c --> f1p_c + pyr_c
FUCtpp,L-fucose transport via proton symport (periplasm),-1000.0,1000.0,True,fuc__L_p + h_p <=> fuc__L_c + h_c
EX_fad_e,Exchange of Flavin adenine dinucleotide oxidized,0.0,1000.0,False,fad_e --> 
GALCTt2rpp,"D-galactarte transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,galct__D_p + h_p <=> galct__D_c + h_c
GALt2pp,D-galactose transport in via proton symport (periplasm),0.0,1000.0,False,gal_p + h_p --> gal_c + h_c
ASPtex,L-aspartate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,asp__L_e <=> asp__L_p
ABUTt2pp,4-aminobutyrate transport in via proton symport (periplasm),0.0,1000.0,False,4abut_p + h_p --> 4abut_c + h_c
FUMt2_2pp,Fumarate transport via proton symport (2 H) (periplasm),0.0,1000.0,False,fum_p + 2.0 h_p --> fum_c + 2.0 h_c
FUMt2_3pp,Fumarate transport via proton symport (3 H) (periplasm),0.0,1000.0,False,fum_p + 3.0 h_p --> fum_c + 3.0 h_c
PHEtex,L-phenylalanine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,phe__L_e <=> phe__L_p
FEENTERtonex,Fe-enterobactin transport via ton system (extracellular),0.0,1000.0,False,feenter_e + h_p --> feenter_p + h_c
CSNt2pp,Cytosine transport in via proton symport (periplasm),0.0,1000.0,False,csn_p + h_p --> csn_c + h_c
CYNTt2pp,Cyanate transport via proton symport (periplasm),0.0,1000.0,False,cynt_p + h_p --> cynt_c + h_c
CYSabcpp,L-cysteine uptake via ABC system (periplasm),0.0,1000.0,False,atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c
SBTptspp,D-sorbitol transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,pep_c + sbt__D_p --> pyr_c + sbt6p_c
PItex,Phosphate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,pi_e <=> pi_p
TREHpp,"Alpha,alpha-trehalase (periplasm)",0.0,1000.0,False,h2o_p + tre_p --> 2.0 glc__D_p
CYTBDpp,Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm),0.0,1000.0,False,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c
CYTDt2pp_copy1,Cytidine transport in via proton symport (periplasm),0.0,1000.0,False,cytd_p + h_p --> cytd_c + h_c
CYTDt2pp_copy2,Cytidine transport in via proton symport (periplasm),-1000.0,1000.0,True,cytd_p + h_p <=> cytd_c + h_c
DADNt2pp,Deoxyadenosine transport in via proton symport (periplasm),0.0,1000.0,False,dad_2_p + h_p --> dad_2_c + h_c
DCYTt2pp,Deoxycytidine transport in via proton symport (periplasm),0.0,1000.0,False,dcyt_p + h_p --> dcyt_c + h_c
CYTBD2pp,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),0.0,1000.0,False,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c
ACGAMK,N-acetylglucosamine kinase,0.0,1000.0,False,acgam_c + atp_c --> acgam6p_c + adp_c + h_c
ACALDtpp,Acetaldehyde reversible transport (periplasm),-1000.0,1000.0,True,acald_p <=> acald_c
ACt2rpp,Acetate reversible transport via proton symport (periplasm),-1000.0,1000.0,True,ac_p + h_p <=> ac_c + h_c
DDGLCNt2rpp,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,2ddglcn_p + h_p <=> 2ddglcn_c + h_c
RMNtex,L-rhamnose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,rmn_e <=> rmn_p
EX_meoh_e,Methanol exchange,0.0,1000.0,False,meoh_e --> 
EX_fe3dcit_e,Fe(III)dicitrate exchange,0.0,1000.0,False,fe3dcit_e --> 
EX_fe3hox_e,Fe(III)hydroxamate exchange,0.0,1000.0,False,fe3hox_e --> 
EX_fecrm_e,Ferrichrome exchange,0.0,1000.0,False,fecrm_e --> 
EX_feenter_e,Fe-enterobactin exchange,0.0,1000.0,False,feenter_e --> 
EX_feoxam_e,Ferroxamine exchange,0.0,1000.0,False,feoxam_e --> 
MALTTRtexi,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0,1000.0,False,malttr_e --> malttr_p
MALTTTRtexi,MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0,1000.0,False,maltttr_e --> maltttr_p
MALTPTtexi,MaltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,0.0,1000.0,False,maltpt_e --> maltpt_p
METS,Methionine synthase,0.0,1000.0,False,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c
ASPO3,L-aspartate oxidase,0.0,1000.0,False,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c
ASPO5,L-aspartate oxidase,0.0,1000.0,False,asp__L_c + fum_c --> h_c + iasp_c + succ_c
ASPO4,L-aspartate oxidase,0.0,1000.0,False,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c
EX_3amp_e,3'-AMP exchange,0.0,1000.0,False,3amp_e --> 
EX_3gmp_e,3'-GMP exchange,0.0,1000.0,False,3gmp_e --> 
EX_3ump_e,3'-UMP exchange,0.0,1000.0,False,3ump_e --> 
ASPO6,L-aspartate oxidase,0.0,1000.0,False,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c
EX_cu2_e,Cu2+ exchange,-1000.0,1000.0,True,cu2_e <=> 
LCTStex,Lactose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,lcts_e <=> lcts_p
LEUtex,L-leucine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,leu__L_e <=> leu__L_p
LYStex,L-lysine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,lys__L_e <=> lys__L_p
EX_glyc__R_e,(R)-Glycerate exchange,0.0,1000.0,False,glyc__R_e --> 
EX_eca4colipa_e,(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange,0.0,1000.0,False,eca4colipa_e --> 
GLYOX3,Glyoxalase III,0.0,1000.0,False,h2o_c + mthgxl_c --> h_c + lac__D_c
FDMO3,FMNH2-dependent monooxygenase (ethanesulfonate),0.0,1000.0,False,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c
LYXtex,L-Lyxose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,lyx__L_e <=> lyx__L_p
MANtex,D-mannose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,man_e <=> man_p
MAN6Ptex,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,man6p_e <=> man6p_p
FDMO4,FMNH2-dependent monooxygenase (butanesulfonate),0.0,1000.0,False,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c
CYSabc2pp,L-cysteine export via ABC system (cytoplasm to periplasm),0.0,1000.0,False,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c
BUTSO3abcpp,Butanesulfonate transport via ABC system (periplasm),0.0,1000.0,False,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c
ETHSO3abcpp,Ethanesulfonate transport via ABC system (periplasm),0.0,1000.0,False,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c
MELIBtex,Melibiose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,melib_e <=> melib_p
DMSOtex,Dimethyl sulfoxide transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dmso_e <=> dmso_p
DURItex,Deoxyuridine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,duri_e <=> duri_p
EX_mal__D_e,D-Malate exchange,0.0,1000.0,False,mal__D_e --> 
FRUtex,D-fructose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,fru_e <=> fru_p
FUCtex,L-fucose transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,fuc__L_e <=> fuc__L_p
EX_sel_e,Selenate exchange,-1000.0,1000.0,True,sel_e <=> 
EX_hg2_e,Hg2+ exchange,0.0,1000.0,False,hg2_e --> 
O16GLCT1,Glucosyltransferase I (LPS O16 antigen biosynthesis),0.0,1000.0,False,aragund_c + udpg_c --> garagund_c + h_c + udp_c
O16AP2pp,O16 antigen polymerase (periplasm),0.0,1000.0,False,o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p
O16AP3pp,O16 antigen polymerase (periplasm),0.0,1000.0,False,o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p
FUMtex,Fumarate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,fum_e <=> fum_p
ACACT5r,Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),-1000.0,1000.0,True,accoa_c + dcacoa_c <=> 3oddcoa_c + coa_c
